,Growth rate_coco
Control_1_B,0.005593740682385938
Control_2_B,0.0023703955909093535
Control_3_B,0.0019457698795619272
AA_1_B,0.00046964438579038647
AA_2_B,0.0463110797156193
AA_3_B,0.019802731490213315
AAAb_1_B,0.08521317241597871
AAAb_2_B,0.05273337717885183
