,compartments,0
Control_1_B,maxbin2_megahit_017,0.005898431177552116
Control_1_B,maxbin2_spades_001,0.0035915530846487766
Control_1_B,maxbin2_spades_006,0.0005207158702800202
Control_1_B,medium,
Control_1_B,metabat1_megahit_20,0.001080918295585698
Control_1_B,metabat1_spades_2,0.00632510976036809
Control_1_B,metabat2_megahit_14,0.01004147703570039
Control_1_B,metabat2_megahit_24,0.04594790421342112
Control_1_B,metabat2_megahit_33,0.001113583097655935
Control_1_B,metabat2_spades_15,0.08099677428831299
Control_1_B,metabat2_spades_18,0.0009736931023284563
Control_1_B,metabat2_spades_25,3.07581243549694e-06
Control_1_B,vamb_megahit_295,0.005981526439491867
Control_1_B,vamb_megahit_39,0.007023487627279017
Control_1_B,vamb_megahit_488,0.009099030056742318
Control_1_B,vamb_megahit_77,0.007520679261364423
Control_1_B,vamb_spades_1,0.0012206712297950445
Control_1_B,vamb_spades_1056,0.004363759398939824
Control_1_B,vamb_spades_108,0.002233906304816626
Control_1_B,vamb_spades_21,0.009728180853681396
Control_1_B,vamb_spades_222,0.009750025027009526
Control_1_B,vamb_spades_267,0.003186585501901014
Control_1_B,vamb_spades_286,0.0033946913931829172
Control_1_B,vamb_spades_298,0.006035181911901594
Control_1_B,vamb_spades_6,0.006787101869850793
Control_1_B,vamb_spades_812,0.004171925674403463
Control_1_B,vamb_spades_857,0.0027507291712978517
Control_2_B,concoct_megahit_6,6.215569515587327e-11
Control_2_B,maxbin2_megahit_017,3.645894724485233e-11
Control_2_B,maxbin2_spades_001,0.03432857446987577
Control_2_B,maxbin2_spades_006,0.0
Control_2_B,medium,
Control_2_B,metabat1_megahit_20,0.0
Control_2_B,metabat1_spades_2,1.512369551939671e-11
Control_2_B,metabat2_megahit_24,0.0
Control_2_B,metabat2_megahit_33,0.0
Control_2_B,metabat2_spades_15,0.0
Control_2_B,metabat2_spades_18,0.0
Control_2_B,metabat2_spades_25,0.0
Control_2_B,vamb_megahit_295,5.110390973629139e-11
Control_2_B,vamb_megahit_488,9.129264975554129e-11
Control_2_B,vamb_megahit_77,7.400474734646242e-11
Control_2_B,vamb_spades_1,0.0
Control_2_B,vamb_spades_1056,2.1500473569531748e-11
Control_2_B,vamb_spades_108,3.4655923002649684e-11
Control_2_B,vamb_spades_21,2.0899985802235932e-11
Control_2_B,vamb_spades_222,9.577489552640969e-12
Control_2_B,vamb_spades_267,1.34394720564025e-11
Control_2_B,vamb_spades_286,0.0
Control_2_B,vamb_spades_298,3.9977767321113586e-11
Control_2_B,vamb_spades_812,1.626040353637696e-11
Control_2_B,vamb_spades_857,1.1796792977490731e-11
Control_3_B,concoct_megahit_6,1.5224254011652305e-10
Control_3_B,maxbin2_megahit_017,8.920610625173603e-11
Control_3_B,maxbin2_spades_001,0.017804416995404276
Control_3_B,maxbin2_spades_006,0.0
Control_3_B,medium,
Control_3_B,metabat1_megahit_20,0.0
Control_3_B,metabat1_spades_2,2.3415375855934358e-11
Control_3_B,metabat2_megahit_24,0.0
Control_3_B,metabat2_megahit_33,0.0
Control_3_B,metabat2_spades_15,0.0
Control_3_B,metabat2_spades_18,0.0
Control_3_B,metabat2_spades_25,0.0
Control_3_B,vamb_megahit_295,1.2697222874852431e-10
Control_3_B,vamb_megahit_488,2.258747211752585e-10
Control_3_B,vamb_megahit_77,1.762096706328502e-10
Control_3_B,vamb_spades_1,0.0
Control_3_B,vamb_spades_1056,5.2203965576331105e-11
Control_3_B,vamb_spades_108,8.480384711056198e-11
Control_3_B,vamb_spades_21,5.017325826417538e-11
Control_3_B,vamb_spades_222,2.1879267998808928e-11
Control_3_B,vamb_spades_267,3.377052356068527e-11
Control_3_B,vamb_spades_286,0.0
Control_3_B,vamb_spades_298,9.889950534827068e-11
Control_3_B,vamb_spades_812,3.8082109543170936e-11
Control_3_B,vamb_spades_857,2.8836589609175472e-11
AA_1_B,concoct_megahit_6,1.4437639252881284e-12
AA_1_B,maxbin2_megahit_017,2.495137238868465e-13
AA_1_B,maxbin2_spades_001,0.0006078758894813486
AA_1_B,maxbin2_spades_006,2.4932545387472054e-13
AA_1_B,medium,
AA_1_B,metabat1_megahit_20,0.0
AA_1_B,metabat1_spades_2,3.0167157638937602e-12
AA_1_B,metabat2_megahit_14,1.2439541518912036e-12
AA_1_B,metabat2_megahit_24,0.0
AA_1_B,metabat2_megahit_33,0.0
AA_1_B,metabat2_spades_15,0.0
AA_1_B,metabat2_spades_18,0.0
AA_1_B,metabat2_spades_25,0.0
AA_1_B,vamb_megahit_295,7.783657574107482e-13
