,Growth rate_coco
Control_1_B,0.17353412150570868
Control_2_B,0.1427599709090034
Control_3_B,0.1388729811741677
AA_1_B,0.17814023772584436
AA_2_B,0.1612167798695735
AA_3_B,0.18078834509135963
AAAb_1_B,0.18468009200434526
AAAb_2_B,0.14047087132035227
