,Control_1_B,Control_2_B,Control_3_B,AA_1_B,AA_2_B,AA_3_B,AAAb_1_B,AAAb_2_B
EX_cpd00001_m,12.749456725030143,11.605652818908881,12.478728979979342,10.364889299110425,10.413431848795865,12.496895153192536,13.194340072547433,12.314848813442865
EX_cpd00418_m,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0007917339894408985,0.0007411569370813365
EX_cpd00075_m,0.00017380774711948474,-0.000631073119671655,-0.00041752161077771726,-0.000766402476286206,-0.0008381116459906401,-0.0005112515704607674,-0.0008593086827896818,-0.0008675579703431172
EX_cpd00009_m,-0.02666296136427038,-0.05792552687949559,-0.03144327304810994,-0.06730667233308352,-0.31868485521576023,-0.051239928930049805,-0.21149502249166963,-0.1966538035826857
EX_cpd00023_m,-0.0003959114323006197,-0.0018751735915189952,-0.0004932267478965765,-0.0004954408694717051,-0.0004175009376552036,-0.0004888331629436429,-0.0007115334417974203,-0.0030606279412424254
EX_cpd00027_m,-0.000982944485067847,-0.004399249333243684,-0.0009828916770892545,1.4976749249520246e-12,-0.0009765604010974841,-0.0009679447642786446,-0.0009811728258699304,-0.0013522442006455655
EX_cpd00030_m,-1.0700648647040881e-11,-4.691769765681142e-06,-2.1838593741234264e-12,-5.9534556706649515e-06,-1.5779407037064754e-06,-1.2327281081172815e-14,2.411258238280846e-13,7.262092598491005e-08
EX_cpd00034_m,-1.485625464171181e-11,-1.1126224530140817e-09,8.167280361783681e-14,-1.9497954980802506e-12,2.8763736852811597e-07,4.04305804043227e-14,1.224221171271079e-13,-1.0208855906338309e-08
EX_cpd00039_m,-0.0002682675377056199,-0.001513421664054012,-0.0002636090744505339,-0.0006963151844956196,-0.00024787641312581905,-0.00024722239339119924,-0.0002969721595412823,-0.005194112719283252
EX_cpd00041_m,-0.00029912184308825607,-0.0027079175442418233,-0.0003519927857778874,-0.004079661247689004,-0.0006329657015514357,-0.000629397353430051,-0.0007609922405680353,-0.01063159970250115
EX_cpd00048_m,-0.6733251503481207,-0.14239303013765983,-0.16531096230013373,-0.12909983154168303,-0.04534512333517073,-0.5288643590060982,-0.3026099661901479,-0.062417571301470895
EX_cpd00051_m,-0.00027035435659459396,-0.009471638425156572,-0.0002898275122059777,-0.00021634811252289963,-0.0002588534209268878,-0.00026901737771525396,-0.00035878536613552536,-0.004283234571635166
EX_cpd00053_m,-4.661463627911523e-05,-0.0037791480782975043,-5.372818380798063e-05,-0.005662042128191037,-0.00012660177766109836,-4.8157515142580455e-05,1.7180101610253481e-06,8.625654913902841e-07
EX_cpd00064_m,-5.5517505552085875e-05,-0.007214046783282232,-5.8344032656649367e-05,-0.004459884841716847,-6.353268454705161e-05,-4.545326096038284e-05,-5.100509226206352e-05,-0.015118533775880919
EX_cpd00098_m,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
EX_cpd00105_m,-0.0007796222189776318,-0.0006541430136047487,-0.0007846215461879517,-0.0007349801015273591,-0.0007361302122521687,-0.0005255750074889057,-0.0001549506522362798,0.00030083715545736744
EX_cpd00107_m,-0.0006464819565061847,-0.0010973837829248332,-0.0006787201119040669,-0.0011309908578996464,-0.0009775067891599509,-0.0009846641683651665,-0.001233810465189894,-0.007626035686456865
EX_cpd00108_m,-0.0008150826103054398,-0.0006530341867977717,-0.0008155362228775718,-0.000664637127749973,-0.0007662134566339613,-0.0006067660396603582,-0.00026682044811861,0.0002534750148587969
EX_cpd00118_m,-0.0003776166218337207,-0.0009387108605248759,-0.0002854259369314202,0.0006293740168154399,-0.0004236827946952626,0.0027407494330294047,0.0014905488022315533,0.00032171627334925956
EX_cpd00119_m,-5.277883913122135e-05,-0.00018395226294824716,-5.0596741186663234e-05,-0.0006504263411085549,-7.015388824870232e-05,-3.928456727106193e-05,-6.8290715616999e-05,-0.00013627309190039134
EX_cpd00129_m,-0.00020940104337802183,-0.0004625539440152598,-0.0002353058310099642,-0.0008438538356334523,-0.0001878900520957134,-0.00020542368782568285,-0.00027755572569322076,-0.00987775405007994
