,Growth rate_coco
Control_1_B,1.804301235097798e-06
Control_2_B,0.03469487437489199
Control_3_B,0.003278807747950469
AA_1_B,0.04359269428845344
AA_2_B,0.008355457804316091
AA_3_B,5.142283002873932e-05
AAAb_1_B,0.0850614713667004
AAAb_2_B,"Series([], dtype: float64)"
