,compartments,growth_rate
Control_1_B,maxbin2_megahit_017,4.85070816955826e-13
Control_1_B,maxbin2_spades_001,0.08663172393457769
Control_1_B,maxbin2_spades_006,0.0
Control_1_B,medium,
Control_1_B,metabat1_megahit_20,1.2425491943766958e-13
Control_1_B,metabat1_spades_2,4.6294520093203155e-12
Control_1_B,metabat2_megahit_14,1.0751306969358351e-12
Control_1_B,metabat2_megahit_24,0.0
Control_1_B,metabat2_megahit_33,0.0
Control_1_B,metabat2_spades_15,0.0
Control_1_B,metabat2_spades_18,1.187666351751037e-13
Control_1_B,metabat2_spades_25,0.0
Control_1_B,vamb_megahit_295,3.488742117508898e-13
Control_1_B,vamb_megahit_39,1.5136051609078424e-12
Control_1_B,vamb_megahit_488,4.649233338182627e-12
Control_1_B,vamb_megahit_77,5.307955058775514e-12
Control_1_B,vamb_spades_1,0.0
Control_1_B,vamb_spades_1056,1.4512570593767485e-12
Control_1_B,vamb_spades_108,1.3412399953133806e-13
Control_1_B,vamb_spades_21,2.4244798932017597e-12
Control_1_B,vamb_spades_222,6.869797761538988e-13
Control_1_B,vamb_spades_267,4.872919593970987e-13
Control_1_B,vamb_spades_286,1.0384105840214394e-13
Control_1_B,vamb_spades_298,4.874339446791189e-13
Control_1_B,vamb_spades_6,2.4815705555951966e-10
Control_1_B,vamb_spades_812,1.4220709446988133e-12
Control_1_B,vamb_spades_857,3.6581449645398077e-13
Control_2_B,concoct_megahit_6,5.366640241983084e-07
Control_2_B,maxbin2_megahit_017,2.3399289239278165e-07
Control_2_B,maxbin2_spades_001,0.07963198751781571
Control_2_B,maxbin2_spades_006,7.054723795864215e-09
Control_2_B,medium,
Control_2_B,metabat1_megahit_20,4.238102035840186e-09
Control_2_B,metabat1_spades_2,4.282205918870855e-06
Control_2_B,metabat2_megahit_24,6.687190855177327e-09
Control_2_B,metabat2_megahit_33,3.10647967659307e-09
Control_2_B,metabat2_spades_15,2.5529046665725145e-10
Control_2_B,metabat2_spades_18,3.1779924301415587e-09
Control_2_B,metabat2_spades_25,4.6776139065463156e-09
Control_2_B,vamb_megahit_295,1.9268957667308746e-07
Control_2_B,vamb_megahit_488,4.5843408315205205e-07
Control_2_B,vamb_megahit_77,1.918061137184376e-06
Control_2_B,vamb_spades_1,1.9357006706698148e-08
Control_2_B,vamb_spades_1056,5.187077319182428e-07
Control_2_B,vamb_spades_108,6.258640723165682e-08
Control_2_B,vamb_spades_21,2.4742202383757297e-07
Control_2_B,vamb_spades_222,8.11959536682136e-07
Control_2_B,vamb_spades_267,5.314968882404071e-08
Control_2_B,vamb_spades_286,5.291927278720073e-09
Control_2_B,vamb_spades_298,2.14250776394625e-07
Control_2_B,vamb_spades_812,5.570698683399349e-07
Control_2_B,vamb_spades_857,7.89428254110645e-08
Control_3_B,concoct_megahit_6,4.744342453479028e-12
Control_3_B,maxbin2_megahit_017,1.7261126465939327e-11
Control_3_B,maxbin2_spades_001,0.09996879785063534
Control_3_B,maxbin2_spades_006,3.645665565765951e-12
Control_3_B,medium,
Control_3_B,metabat1_megahit_20,4.530033872058669e-12
Control_3_B,metabat1_spades_2,0.0008559924498742137
Control_3_B,metabat2_megahit_24,8.583329845318415e-12
Control_3_B,metabat2_megahit_33,3.3245479894635354e-12
Control_3_B,metabat2_spades_15,0.0
Control_3_B,metabat2_spades_18,5.2625244841263045e-12
Control_3_B,metabat2_spades_25,0.0
Control_3_B,vamb_megahit_295,6.577312554406573e-12
Control_3_B,vamb_megahit_488,0.0005833536341337304
Control_3_B,vamb_megahit_77,0.00023054574946482258
Control_3_B,vamb_spades_1,5.110735018604487e-12
Control_3_B,vamb_spades_1056,1.1749839395672536e-11
Control_3_B,vamb_spades_108,7.32333531484158e-12
Control_3_B,vamb_spades_21,0.0009313563322734465
Control_3_B,vamb_spades_222,8.395971293234689e-12
Control_3_B,vamb_spades_267,4.906165034335802e-12
Control_3_B,vamb_spades_286,8.456625104276817e-12
Control_3_B,vamb_spades_298,4.7553894427553875e-12
Control_3_B,vamb_spades_812,1.1397377759025858e-11
Control_3_B,vamb_spades_857,4.4234461963161915e-12
AA_1_B,concoct_megahit_6,9.63898071741285e-13
AA_1_B,maxbin2_megahit_017,1.1578078608597186e-13
AA_1_B,maxbin2_spades_001,0.0003909276617395503
AA_1_B,maxbin2_spades_006,1.301443929333868e-13
AA_1_B,medium,
AA_1_B,metabat1_megahit_20,0.0
AA_1_B,metabat1_spades_2,1.8097309540052248e-12
AA_1_B,metabat2_megahit_14,6.939983975759778e-13
AA_1_B,metabat2_megahit_24,2.0459378205523254e-12
AA_1_B,metabat2_megahit_33,0.0
AA_1_B,metabat2_spades_15,0.0
AA_1_B,metabat2_spades_18,0.0
AA_1_B,metabat2_spades_25,0.0
AA_1_B,vamb_megahit_295,4.4763882849419456e-13
AA_1_B,vamb_megahit_488,1.8224754824388766e-13
AA_1_B,vamb_megahit_77,2.2652503141311683e-12
AA_1_B,vamb_spades_1,3.292992390613337e-13
AA_1_B,vamb_spades_1056,0.0
AA_1_B,vamb_spades_108,0.0
AA_1_B,vamb_spades_21,1.7967280813227322e-13
AA_1_B,vamb_spades_222,5.510450807129387e-13
AA_1_B,vamb_spades_267,1.1178714392730881e-13
