,Growth rate_coco
Control_1_B,0.024973554141129315
Control_2_B,0.04667931190007946
Control_3_B,0.0013525503123503607
AA_1_B,0.05596870123922699
AA_2_B,0.0017111455211845854
AA_3_B,"Series([], dtype: float64)"
AAAb_1_B,0.0020244432000110194
AAAb_2_B,0.05052785688322755
