,Growth rate_coco
Control_1_B,0.13677487644671185
Control_2_B,0.11311948848370992
Control_3_B,0.11026536791309514
AA_1_B,0.1373055018265888
AA_2_B,0.12710328092497214
AA_3_B,0.14207036323070557
AAAb_1_B,0.14519788607505785
AAAb_2_B,0.15956044411158588
