,Growth rate_coco
Control_1_B,0.0007990020416668505
Control_2_B,0.08301354357868963
Control_3_B,0.09090009971433351
AA_1_B,0.0023824053601027694
AA_2_B,0.07995898458046706
AA_3_B,0.08676904276852317
AAAb_1_B,0.12328605790575553
AAAb_2_B,0.09879746683457642
