,Growth rate_coco
Control_1_B,0.05507647670135343
Control_2_B,0.050339364386244326
Control_3_B,0.0551002162764931
AA_1_B,0.051317970253161004
AA_2_B,0.048277394308318754
AA_3_B,0.00424389437550552
AAAb_1_B,0.07503684800431891
AAAb_2_B,0.002954638497970418
