,Growth rate
Control_1_B,0.24192988798970663
Control_2_B,0.14850864297819427
Control_3_B,0.20026992030978905
AA_1_B,0.2528876979678343
AA_2_B,0.17499451237873198
AA_3_B,0.2016396697982573
AAAb_1_B,0.20378154894329026
AAAb_2_B,0.13936802747350552
