,Growth rate_coco
Control_1_B,0.19396210877553063
Control_2_B,0.16217903464007025
Control_3_B,0.15434453698344391
AA_1_B,0.1939520369200663
AA_2_B,0.12837896513784475
AA_3_B,0.20045221797394547
AAAb_1_B,0.20655862368238515
AAAb_2_B,0.1644094658292572
