,compartments,growth_rate
Control_1_B,maxbin2_megahit_017,1.919134329693492e-12
Control_1_B,maxbin2_spades_001,0.0289159113648645
Control_1_B,maxbin2_spades_006,0.0
Control_1_B,medium,
Control_1_B,metabat1_megahit_20,0.0
Control_1_B,metabat1_spades_2,2.1895384911190464e-12
Control_1_B,metabat2_megahit_14,6.75219738247895e-13
Control_1_B,metabat2_megahit_24,0.0
Control_1_B,metabat2_megahit_33,0.0
Control_1_B,metabat2_spades_15,0.0
Control_1_B,metabat2_spades_18,0.0
Control_1_B,metabat2_spades_25,0.0
Control_1_B,vamb_megahit_295,2.8265473967993838e-12
Control_1_B,vamb_megahit_39,4.720896219547211e-12
Control_1_B,vamb_megahit_488,4.597772244155592e-12
Control_1_B,vamb_megahit_77,5.93110048027652e-12
Control_1_B,vamb_spades_1,0.0
Control_1_B,vamb_spades_1056,2.9346631772977665e-12
Control_1_B,vamb_spades_108,0.0
Control_1_B,vamb_spades_21,8.183450329205908e-13
Control_1_B,vamb_spades_222,1.3406106103824298e-12
Control_1_B,vamb_spades_267,2.5080738218418963e-12
Control_1_B,vamb_spades_286,0.0
Control_1_B,vamb_spades_298,6.464192962506715e-13
Control_1_B,vamb_spades_6,4.336649402953341e-12
Control_1_B,vamb_spades_812,2.191245633411377e-12
Control_1_B,vamb_spades_857,3.0691120802496525e-12
Control_2_B,concoct_megahit_6,1.2649322486117492e-12
Control_2_B,maxbin2_megahit_017,6.37351010022425e-13
Control_2_B,maxbin2_spades_001,0.060562279986794025
Control_2_B,maxbin2_spades_006,0.0
Control_2_B,medium,
Control_2_B,metabat1_megahit_20,0.0
Control_2_B,metabat1_spades_2,6.33820733261174e-12
Control_2_B,metabat2_megahit_24,0.0
Control_2_B,metabat2_megahit_33,0.0
Control_2_B,metabat2_spades_15,0.0
Control_2_B,metabat2_spades_18,0.0
Control_2_B,metabat2_spades_25,0.0
Control_2_B,vamb_megahit_295,5.531540558213297e-13
Control_2_B,vamb_megahit_488,1.0233012073247824e-12
Control_2_B,vamb_megahit_77,2.62514120568391e-12
Control_2_B,vamb_spades_1,1.0894094760742437e-13
Control_2_B,vamb_spades_1056,1.2500050502591254e-12
Control_2_B,vamb_spades_108,2.707590836457153e-13
Control_2_B,vamb_spades_21,6.449295662352724e-13
Control_2_B,vamb_spades_222,1.7290857675565503e-12
Control_2_B,vamb_spades_267,2.2827547611013644e-13
Control_2_B,vamb_spades_286,0.0
Control_2_B,vamb_spades_298,5.802591226617021e-13
Control_2_B,vamb_spades_812,1.276484919748942e-12
Control_2_B,vamb_spades_857,2.963794819818424e-13
Control_3_B,concoct_megahit_6,0.0
Control_3_B,maxbin2_megahit_017,1.7798759711099416e-06
Control_3_B,maxbin2_spades_001,0.07496612986299493
Control_3_B,maxbin2_spades_006,0.0
Control_3_B,medium,
Control_3_B,metabat1_megahit_20,0.0
Control_3_B,metabat1_spades_2,4.3745388207072385e-07
Control_3_B,metabat2_megahit_24,0.0
Control_3_B,metabat2_megahit_33,0.0
Control_3_B,metabat2_spades_15,0.0
Control_3_B,metabat2_spades_18,0.0
Control_3_B,metabat2_spades_25,0.0
Control_3_B,vamb_megahit_295,0.0
Control_3_B,vamb_megahit_488,4.5403965134559275e-06
Control_3_B,vamb_megahit_77,3.5822501225497177e-06
Control_3_B,vamb_spades_1,0.0
Control_3_B,vamb_spades_1056,4.626471411063505e-07
Control_3_B,vamb_spades_108,0.0
Control_3_B,vamb_spades_21,9.759647299182414e-07
Control_3_B,vamb_spades_222,4.2914649547999006e-07
Control_3_B,vamb_spades_267,0.0
Control_3_B,vamb_spades_286,0.0
Control_3_B,vamb_spades_298,0.0
Control_3_B,vamb_spades_812,7.751588555116982e-07
Control_3_B,vamb_spades_857,0.0
AA_1_B,concoct_megahit_6,8.545039939244203e-06
AA_1_B,maxbin2_megahit_017,5.456078574659488e-07
AA_1_B,maxbin2_spades_001,0.06007266687626288
AA_1_B,maxbin2_spades_006,6.569955581711783e-07
AA_1_B,medium,
AA_1_B,metabat1_megahit_20,2.0755800795583524e-07
AA_1_B,metabat1_spades_2,1.4282878321216398e-05
AA_1_B,metabat2_megahit_14,6.893978942306652e-06
AA_1_B,metabat2_megahit_24,2.4938685940882604e-08
AA_1_B,metabat2_megahit_33,1.1523537704927575e-07
AA_1_B,metabat2_spades_15,5.670114624592156e-09
AA_1_B,metabat2_spades_18,1.419132468722502e-07
AA_1_B,metabat2_spades_25,2.5108938418035506e-08
AA_1_B,vamb_megahit_295,4.300757805597784e-06
AA_1_B,vamb_megahit_488,1.2308513352697498e-06
AA_1_B,vamb_megahit_77,1.642078595617656e-05
AA_1_B,vamb_spades_1,3.2848840862072873e-06
AA_1_B,vamb_spades_1056,6.56121691497154e-06
AA_1_B,vamb_spades_108,1.18586027569179e-07
AA_1_B,vamb_spades_21,9.806691851502991e-07
AA_1_B,vamb_spades_222,4.771001167768709e-06
AA_1_B,vamb_spades_267,7.025087524246454e-07
AA_1_B,vamb_spades_286,6.238089787891923e-07
AA_1_B,vamb_spades_6,1.6164236124351947e-05
AA_1_B,vamb_spades_812,9.91009570482485e-07
AA_1_B,vamb_spades_857,4.834823332970417e-07
AA_2_B,maxbin2_megahit_017,5.749936917153117e-12
AA_2_B,maxbin2_spades_001,0.008659232481336121
AA_2_B,maxbin2_spades_006,7.190452058293687e-13
AA_2_B,medium,
AA_2_B,metabat1_megahit_20,0.0
AA_2_B,metabat2_megahit_24,3.232570824491441e-11
AA_2_B,metabat2_megahit_33,0.0
AA_2_B,metabat2_spades_15,0.0010902467725983985
AA_2_B,metabat2_spades_18,0.0
AA_2_B,metabat2_spades_25,0.0
AA_2_B,vamb_megahit_295,3.4853528137776947e-12
AA_2_B,vamb_megahit_39,7.106674993718767e-12
AA_2_B,vamb_megahit_488,1.4710693985420706e-11
AA_2_B,vamb_spades_1,1.1534493744175745e-12
AA_2_B,vamb_spades_1056,1.1290465428689274e-11
AA_2_B,vamb_spades_108,0.0
AA_2_B,vamb_spades_21,1.2128256551418933e-11
AA_2_B,vamb_spades_222,0.00045822518215516046
AA_2_B,vamb_spades_267,0.0
AA_2_B,vamb_spades_286,1.7074425981320476e-11
AA_2_B,vamb_spades_812,2.2216858527090496e-11
AA_2_B,vamb_spades_857,1.0704418195509702e-11
AA_3_B,maxbin2_megahit_017,3.7658360897687903e-07
AA_3_B,maxbin2_spades_001,2.7714092105314084e-12
AA_3_B,maxbin2_spades_006,4.5857744862046066e-07
AA_3_B,medium,
AA_3_B,metabat1_megahit_20,5.666222801264878e-09
AA_3_B,metabat1_spades_2,0.00029586131000195967
AA_3_B,metabat2_megahit_24,3.954028644170989e-09
AA_3_B,metabat2_megahit_33,1.389572191628459e-08
AA_3_B,metabat2_spades_15,2.2051606733292147e-10
AA_3_B,metabat2_spades_18,5.755113032511218e-09
AA_3_B,metabat2_spades_25,3.5270716668867094e-09
AA_3_B,vamb_megahit_295,2.5763554933915425e-06
AA_3_B,vamb_megahit_488,7.449321352647635e-08
AA_3_B,vamb_spades_1,1.404209239618889e-07
AA_3_B,vamb_spades_1056,1.9055699162168836e-06
AA_3_B,vamb_spades_108,0.002648256319219911
AA_3_B,vamb_spades_21,5.894217470974819e-07
AA_3_B,vamb_spades_222,1.0058791396984555e-07
AA_3_B,vamb_spades_267,5.7809250807143405e-08
AA_3_B,vamb_spades_286,4.369069405790674e-08
AA_3_B,vamb_spades_812,6.133184510063438e-07
AA_3_B,vamb_spades_857,3.5213442244800556e-08
AAAb_1_B,concoct_megahit_6,3.507120782830761e-10
AAAb_1_B,maxbin2_megahit_017,6.855776605223353e-10
AAAb_1_B,maxbin2_spades_001,0.09509281626630321
AAAb_1_B,maxbin2_spades_006,2.7626110680768096e-10
AAAb_1_B,maxbin2_spades_028,3.9318022830848884e-09
AAAb_1_B,medium,
AAAb_1_B,metabat1_megahit_20,2.7909544957477596e-10
AAAb_1_B,metabat1_spades_2,0.001031942863208022
AAAb_1_B,metabat2_megahit_14,1.3679850735660478e-07
AAAb_1_B,metabat2_megahit_24,2.992864345524006e-10
AAAb_1_B,metabat2_megahit_33,1.228087909278376e-10
AAAb_1_B,metabat2_spades_15,0.11234637151522359
AAAb_1_B,metabat2_spades_18,4.1129922642769805e-10
AAAb_1_B,metabat2_spades_25,1.145081042855713e-10
AAAb_1_B,vamb_megahit_39,0.0001308318124070789
AAAb_1_B,vamb_megahit_488,1.2705627441554791e-09
AAAb_1_B,vamb_spades_1,2.3850698663122195e-09
AAAb_1_B,vamb_spades_1056,7.161345211838419e-09
AAAb_1_B,vamb_spades_108,4.069746949707167e-10
AAAb_1_B,vamb_spades_21,9.198533533928157e-10
AAAb_1_B,vamb_spades_222,1.410349299879406e-08
AAAb_1_B,vamb_spades_267,2.4177679433535615e-10
AAAb_1_B,vamb_spades_286,4.484706844778106e-10
AAAb_1_B,vamb_spades_6,0.00032994179629825123
AAAb_1_B,vamb_spades_812,3.1714936975319187e-08
AAAb_1_B,vamb_spades_857,9.076196557103461e-10
AAAb_2_B,concoct_megahit_6,2.566225658346466e-05
AAAb_2_B,maxbin2_megahit_017,5.577438476246157e-06
AAAb_2_B,maxbin2_spades_001,8.403515315403601e-10
AAAb_2_B,maxbin2_spades_006,2.5887298313157334e-06
AAAb_2_B,maxbin2_spades_028,8.999258306207412e-06
AAAb_2_B,medium,
AAAb_2_B,metabat1_megahit_20,9.002643129756948e-07
AAAb_2_B,metabat1_spades_2,1.9513868752007355e-05
AAAb_2_B,metabat2_megahit_14,1.9412748487384475e-05
AAAb_2_B,metabat2_megahit_24,1.1386779794330944e-06
AAAb_2_B,metabat2_megahit_33,7.12801410685365e-07
AAAb_2_B,metabat2_spades_15,7.671929532671481e-08
AAAb_2_B,metabat2_spades_18,0.009707893688480525
AAAb_2_B,metabat2_spades_25,2.527770585105204e-08
AAAb_2_B,vamb_megahit_39,8.2032591418891e-05
AAAb_2_B,vamb_megahit_488,4.173800079416464e-06
AAAb_2_B,vamb_spades_1056,1.5261750545694234e-05
AAAb_2_B,vamb_spades_108,1.3002424896665973e-06
AAAb_2_B,vamb_spades_21,3.5784152706047087e-06
AAAb_2_B,vamb_spades_222,2.801828506313175e-05
AAAb_2_B,vamb_spades_267,2.9692303649051296e-07
AAAb_2_B,vamb_spades_286,1.217531857850607e-07
AAAb_2_B,vamb_spades_298,0.00020697344920008487
AAAb_2_B,vamb_spades_6,7.923246123782304e-05
AAAb_2_B,vamb_spades_812,1.169130921918592e-05
AAAb_2_B,vamb_spades_857,2.0851698308885782e-06
