,Growth rate
Control_1_B,0.04488561420472681
Control_2_B,0.05566835576987592
Control_3_B,0.022661154792866157
AA_1_B,0.06050017326111988
AA_2_B,0.026228569693101497
AA_3_B,0.006485718097757867
AAAb_1_B,0.017191798111431296
AAAb_2_B,0.06851338978514354
