,Growth rate_coco
Control_1_B,0.0940755330065241
Control_2_B,0.08273429077141674
Control_3_B,0.09108357036233705
AA_1_B,0.08477548741466516
AA_2_B,0.026983172623766278
AA_3_B,0.08864941072701096
AAAb_1_B,0.06684481960411147
AAAb_2_B,0.0018595419985188173
