,Control_1_B,Control_2_B,Control_3_B,AA_1_B,AA_2_B,AA_3_B,AAAb_1_B,AAAb_2_B
EX_cpd00001_m,11.190367582509568,11.76225266992789,11.396735591330252,10.31430018153717,9.673462291319472,11.183801418005917,12.732637366408898,12.32233174875663
EX_cpd00418_m,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,4.82124386363228e-10,4.991247774124558e-12
EX_cpd00075_m,-0.00099999996465831,-0.0009999999980329652,-0.0009999999559972622,-0.00082543714349151,-0.0010000000109594569,-0.0009999998912653652,-0.0009999998391918878,-0.0009999999955184048
EX_cpd00009_m,-1.1160001749153168,-1.075266634186388,-0.9336065497043181,-0.8925126081104797,-0.7161579813185068,-0.8836681913164343,-1.24836543103207,-0.766939788600204
EX_cpd00023_m,-0.00041979572236274784,-0.00048707193650155805,-0.0005225944570231843,-0.00036065244187526537,-0.0003981050461304276,-0.0005180546787055585,-0.0007543143336083116,-0.0007045927325006005
EX_cpd00027_m,-0.0009835762797206012,-0.0009812150286937521,-0.0009819657722654508,-0.0009834847255076877,-0.000983377453913363,-0.0009595208493401261,-0.0009772649537513572,-0.0009881008194554868
EX_cpd00030_m,-0.000717644850915275,-0.00045679322940791274,-0.0007785587165870995,-0.00026199822443696873,-0.0005628649478509059,-0.0007056277754932084,-0.0006633170243147695,-0.0008650249794043307
EX_cpd00034_m,-0.0007176728554166616,-0.000456440389308042,-0.0007785641985978309,-0.0002618781511206349,-0.0005617864904634973,-0.0007022893084695563,-0.0006634044342529455,-0.0008649942369764628
EX_cpd00039_m,-0.00028444366458146495,-0.00026374920694764356,-0.00027945915786135693,-0.00021420286901308936,-0.0002543841461484382,-0.00026227492130273175,-0.00031483234880167333,-0.0003104300190722017
EX_cpd00041_m,-0.00031713762555511844,-0.0003157874543425052,-0.00037310382817817183,-0.0005292385055412662,-0.0006238407977674831,-0.000667146453071669,-0.0008067846463899449,-0.0007462845694251102
EX_cpd00048_m,-0.030083824575038165,-0.031051660654090964,-0.04159988621507153,-0.033216690113079046,-0.042183355485291875,-0.032548673876631885,-0.055863243651850546,-0.05180588881548759
EX_cpd00051_m,-0.0002866571481089984,-0.00023402736137405445,-0.0003072229191283861,-0.00020636393653407798,-0.00025776574784909853,-0.00028514307976029447,-0.0003803558905567753,-0.00030794711949966335
EX_cpd00053_m,-4.943469512963982e-05,-4.534032680270805e-05,-5.694228174907286e-05,-3.723206601976023e-05,-4.318244809756658e-05,-5.106411764552943e-05,8.072610739783232e-11,8.319859281273546e-13
EX_cpd00064_m,-5.884697031076775e-05,-5.427085285216472e-05,-6.184530345004434e-05,-4.339917217294477e-05,-4.935666558032748e-05,-4.81706358981588e-05,-5.406477062346584e-05,-5.408666664160179e-05
EX_cpd00098_m,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
