,Growth rate_coco
Control_1_B,0.1787159430444506
Control_2_B,0.1477371476285736
Control_3_B,0.14255105106234492
AA_1_B,0.1825071456251312
AA_2_B,0.16589710823222162
AA_3_B,0.1860821394452299
AAAb_1_B,0.19006893630931967
AAAb_2_B,0.1821285013025877
