,Growth rate_coco
Control_1_B,0.17329382192928444
Control_2_B,0.147742671107705
Control_3_B,0.14424426038792937
AA_1_B,0.17549863244595376
AA_2_B,0.16463023629178763
AA_3_B,0.18550011245323586
AAAb_1_B,0.19006825720342896
AAAb_2_B,0.05633449362735707
