,compartments,growth_rate
Control_1_B,maxbin2_megahit_017,0.0032847671806547716
Control_1_B,maxbin2_spades_001,0.190518196785601
Control_1_B,maxbin2_spades_006,0.0027554133292538585
Control_1_B,medium,
Control_1_B,metabat1_megahit_20,0.0011871540505123013
Control_1_B,metabat1_spades_2,0.004056878772069725
Control_1_B,metabat2_megahit_14,0.0009878688331267762
Control_1_B,metabat2_megahit_24,0.004555791401034175
Control_1_B,metabat2_megahit_33,0.0023830203719663323
Control_1_B,metabat2_spades_15,0.007696033438546163
Control_1_B,metabat2_spades_18,0.0022829594228888604
Control_1_B,metabat2_spades_25,0.004535359166493702
Control_1_B,vamb_megahit_295,0.0019929415294682846
Control_1_B,vamb_megahit_39,0.0024183060097006173
Control_1_B,vamb_megahit_488,0.001619258635187004
Control_1_B,vamb_megahit_77,0.010618316654516177
Control_1_B,vamb_spades_1,0.0021260665282728103
Control_1_B,vamb_spades_1056,0.005181643214463074
Control_1_B,vamb_spades_108,0.0042378077678192514
Control_1_B,vamb_spades_21,0.004971602638191814
Control_1_B,vamb_spades_222,0.0011059533937861582
Control_1_B,vamb_spades_267,0.0027025734204488253
Control_1_B,vamb_spades_286,0.0028596777821594766
Control_1_B,vamb_spades_298,0.004733003888356294
Control_1_B,vamb_spades_6,0.0028669963776134406
Control_1_B,vamb_spades_812,0.0038708893881176923
Control_1_B,vamb_spades_857,0.0025857914937263485
Control_2_B,concoct_megahit_6,0.0051955972189269605
Control_2_B,maxbin2_megahit_017,0.002737817628444771
Control_2_B,maxbin2_spades_001,0.15349995318936957
Control_2_B,maxbin2_spades_006,0.002528578850785398
Control_2_B,medium,
Control_2_B,metabat1_megahit_20,0.0018410960804940135
Control_2_B,metabat1_spades_2,0.0036590626099201064
Control_2_B,metabat2_megahit_24,0.0008758247021830194
Control_2_B,metabat2_megahit_33,0.00251889417793578
Control_2_B,metabat2_spades_15,0.006780536293386766
Control_2_B,metabat2_spades_18,0.003687487502339372
Control_2_B,metabat2_spades_25,0.0015508393277288933
Control_2_B,vamb_megahit_295,0.0023559705356563493
Control_2_B,vamb_megahit_488,0.0013259343207028679
Control_2_B,vamb_megahit_77,0.008618872832930566
Control_2_B,vamb_spades_1,0.0024147434431958294
Control_2_B,vamb_spades_1056,0.005337698027342553
Control_2_B,vamb_spades_108,0.00509273374866266
Control_2_B,vamb_spades_21,0.005243266792653506
Control_2_B,vamb_spades_222,0.0007659495261911479
Control_2_B,vamb_spades_267,0.0027655295275007307
Control_2_B,vamb_spades_286,0.003078310031064962
Control_2_B,vamb_spades_298,0.004616411716396894
Control_2_B,vamb_spades_812,0.0030064871606808987
Control_2_B,vamb_spades_857,0.0030916703053637255
Control_3_B,concoct_megahit_6,0.006397896023550877
Control_3_B,maxbin2_megahit_017,0.004383208619938546
Control_3_B,maxbin2_spades_001,0.14952024870512512
Control_3_B,maxbin2_spades_006,0.0023003541584989914
Control_3_B,medium,
Control_3_B,metabat1_megahit_20,0.0016695741150686162
Control_3_B,metabat1_spades_2,0.005417243195837892
Control_3_B,metabat2_megahit_24,0.0006764643571386676
Control_3_B,metabat2_megahit_33,0.001625221077357952
Control_3_B,metabat2_spades_15,0.006811005197825312
Control_3_B,metabat2_spades_18,0.00337920757119922
Control_3_B,metabat2_spades_25,0.004376694545088663
Control_3_B,vamb_megahit_295,0.002903977250279198
Control_3_B,vamb_megahit_488,0.0022030532731750446
Control_3_B,vamb_megahit_77,0.01174098507119422
Control_3_B,vamb_spades_1,0.0028049696377283858
Control_3_B,vamb_spades_1056,0.008583054988038989
Control_3_B,vamb_spades_108,0.0036693258697895552
Control_3_B,vamb_spades_21,0.007460424821964779
Control_3_B,vamb_spades_222,0.001388519705566503
Control_3_B,vamb_spades_267,0.003488215585813955
Control_3_B,vamb_spades_286,0.004925021282371182
Control_3_B,vamb_spades_298,0.005793478632349442
Control_3_B,vamb_spades_812,0.005259260296339511
Control_3_B,vamb_spades_857,0.003691795342686895
AA_1_B,concoct_megahit_6,0.00552062968802963
AA_1_B,maxbin2_megahit_017,0.004175407759639016
AA_1_B,maxbin2_spades_001,0.19471287653408498
AA_1_B,maxbin2_spades_006,0.0019115532067847873
AA_1_B,medium,
AA_1_B,metabat1_megahit_20,0.001824012116437582
AA_1_B,metabat1_spades_2,0.005299391625283488
AA_1_B,metabat2_megahit_14,0.0012084364235037152
AA_1_B,metabat2_megahit_24,0.0023655755545482302
AA_1_B,metabat2_megahit_33,0.0019854980340082984
AA_1_B,metabat2_spades_15,0.008837390536374114
AA_1_B,metabat2_spades_18,0.0028847893065493432
AA_1_B,metabat2_spades_25,0.003406646291905285
AA_1_B,vamb_megahit_295,0.0026624892950629507
