,compartments,growth_rate
Control_1_B,maxbin2_megahit_017,0.0035285449389760412
Control_1_B,maxbin2_spades_001,0.19035740089165282
Control_1_B,maxbin2_spades_006,0.0020943338127809743
Control_1_B,medium,
Control_1_B,metabat1_megahit_20,0.0012296664596140748
Control_1_B,metabat1_spades_2,0.004422287443857229
Control_1_B,metabat2_megahit_14,0.0011669724835093427
Control_1_B,metabat2_megahit_24,0.0034336347184100563
Control_1_B,metabat2_megahit_33,0.0019320738604496263
Control_1_B,metabat2_spades_15,0.005861998291164139
Control_1_B,metabat2_spades_18,0.0017009497263578027
Control_1_B,metabat2_spades_25,0.0034407027515859358
Control_1_B,vamb_megahit_295,0.0017844988695528833
Control_1_B,vamb_megahit_39,0.0028672896309646437
Control_1_B,vamb_megahit_488,0.0011625772537169447
Control_1_B,vamb_megahit_77,0.006848167132302165
Control_1_B,vamb_spades_1,0.0025773401805869916
Control_1_B,vamb_spades_1056,0.00388227379371442
Control_1_B,vamb_spades_108,0.003651386791133056
Control_1_B,vamb_spades_21,0.005016308572381149
Control_1_B,vamb_spades_222,0.0008826089015623168
Control_1_B,vamb_spades_267,0.002623238183692821
Control_1_B,vamb_spades_286,0.003280122828731511
Control_1_B,vamb_spades_298,0.002838764703286439
Control_1_B,vamb_spades_6,0.002707491269672434
Control_1_B,vamb_spades_812,0.00342257434067652
Control_1_B,vamb_spades_857,0.0036267207634712037
Control_2_B,concoct_megahit_6,0.003877363766004696
Control_2_B,maxbin2_megahit_017,0.0028425483476456296
Control_2_B,maxbin2_spades_001,0.1589187110763844
Control_2_B,maxbin2_spades_006,0.001934124912217813
Control_2_B,medium,
Control_2_B,metabat1_megahit_20,0.001549695406589075
Control_2_B,metabat1_spades_2,0.00574230693718363
Control_2_B,metabat2_megahit_24,0.000771471430207454
Control_2_B,metabat2_megahit_33,0.0020288490374950055
Control_2_B,metabat2_spades_15,0.005612445332959756
Control_2_B,metabat2_spades_18,0.0030538451080997066
Control_2_B,metabat2_spades_25,0.0014018199087667427
Control_2_B,vamb_megahit_295,0.00202930172628247
Control_2_B,vamb_megahit_488,0.0014118296410114712
Control_2_B,vamb_megahit_77,0.004403848561034103
Control_2_B,vamb_spades_1,0.0019363113425500975
Control_2_B,vamb_spades_1056,0.004591165503925422
Control_2_B,vamb_spades_108,0.003465109957833544
Control_2_B,vamb_spades_21,0.0033744008721421233
Control_2_B,vamb_spades_222,0.0007307322062614658
Control_2_B,vamb_spades_267,0.002596395114081952
Control_2_B,vamb_spades_286,0.003462755237529956
Control_2_B,vamb_spades_298,0.0033414935324362215
Control_2_B,vamb_spades_812,0.003324221699019846
Control_2_B,vamb_spades_857,0.0036004248969432637
Control_3_B,concoct_megahit_6,0.005074945503831782
Control_3_B,maxbin2_megahit_017,0.004634578930226162
Control_3_B,maxbin2_spades_001,0.15523107707137035
Control_3_B,maxbin2_spades_006,0.00195353001514414
Control_3_B,medium,
Control_3_B,metabat1_megahit_20,0.0022551252780893174
Control_3_B,metabat1_spades_2,0.006679413586361457
Control_3_B,metabat2_megahit_24,0.0009243153388341817
Control_3_B,metabat2_megahit_33,0.0021123710261832284
Control_3_B,metabat2_spades_15,0.009385416968870835
Control_3_B,metabat2_spades_18,0.0029971171286417965
Control_3_B,metabat2_spades_25,0.005394215949728068
Control_3_B,vamb_megahit_295,0.002373729683159856
Control_3_B,vamb_megahit_488,0.001646856352768417
Control_3_B,vamb_megahit_77,0.010249822184752538
Control_3_B,vamb_spades_1,0.0034229583801169447
Control_3_B,vamb_spades_1056,0.005547214744471971
Control_3_B,vamb_spades_108,0.004359660051714422
Control_3_B,vamb_spades_21,0.005619404743914591
Control_3_B,vamb_spades_222,0.0013036468448416833
Control_3_B,vamb_spades_267,0.0036325244657542787
Control_3_B,vamb_spades_286,0.004300764627456944
Control_3_B,vamb_spades_298,0.003995510805653183
Control_3_B,vamb_spades_812,0.004141679498964004
Control_3_B,vamb_spades_857,0.004285601007713623
AA_1_B,concoct_megahit_6,0.00701223468522786
AA_1_B,maxbin2_megahit_017,0.004248226858191001
AA_1_B,maxbin2_spades_001,0.1918900154979975
AA_1_B,maxbin2_spades_006,0.0026510646754635534
AA_1_B,medium,
AA_1_B,metabat1_megahit_20,0.0022522164009226406
AA_1_B,metabat1_spades_2,0.0055852183696180144
AA_1_B,metabat2_megahit_14,0.0012771140153022952
AA_1_B,metabat2_megahit_24,0.001830516780364784
AA_1_B,metabat2_megahit_33,0.0012626205458019385
AA_1_B,metabat2_spades_15,0.007097611916680488
AA_1_B,metabat2_spades_18,0.002605582823514239
AA_1_B,metabat2_spades_25,0.002949971951726235
AA_1_B,vamb_megahit_295,0.002955702583974549
AA_1_B,vamb_megahit_488,0.0020300706929994167
AA_1_B,vamb_megahit_77,0.012296493039577638
AA_1_B,vamb_spades_1,0.0028903598686899844
AA_1_B,vamb_spades_1056,0.006302935196258786
AA_1_B,vamb_spades_108,0.0045203078246205085
AA_1_B,vamb_spades_21,0.005617024398023182
AA_1_B,vamb_spades_222,0.000991226547654816
AA_1_B,vamb_spades_267,0.004050918122879249
AA_1_B,vamb_spades_286,0.0036744311614140147
AA_1_B,vamb_spades_6,0.004551570064296642
AA_1_B,vamb_spades_812,0.004074671621411196
AA_1_B,vamb_spades_857,0.004410624320536256
AA_2_B,maxbin2_megahit_017,0.00446796691336296
AA_2_B,maxbin2_spades_001,0.18387744580548435
AA_2_B,maxbin2_spades_006,0.0017366651779763486
AA_2_B,medium,
AA_2_B,metabat1_megahit_20,0.0018103470463472688
AA_2_B,metabat2_megahit_24,0.0005489883750039124
AA_2_B,metabat2_megahit_33,0.001783466972869085
AA_2_B,metabat2_spades_15,0.00812651753277455
AA_2_B,metabat2_spades_18,0.0032704497602717418
AA_2_B,metabat2_spades_25,0.00772673825953244
AA_2_B,vamb_megahit_295,0.0028883604584418895
AA_2_B,vamb_megahit_39,0.004050059218038602
AA_2_B,vamb_megahit_488,0.001827989907832191
AA_2_B,vamb_spades_1,0.0023338146309363947
AA_2_B,vamb_spades_1056,0.0072052342534442496
AA_2_B,vamb_spades_108,0.0061065866154666505
AA_2_B,vamb_spades_21,0.004578445090623684
AA_2_B,vamb_spades_222,0.0008684646137706584
AA_2_B,vamb_spades_267,0.0037734635015911357
AA_2_B,vamb_spades_286,0.00453943159873071
AA_2_B,vamb_spades_812,0.004611760196674541
AA_2_B,vamb_spades_857,0.004174471505821694
AA_3_B,maxbin2_megahit_017,0.0039041746359289465
AA_3_B,maxbin2_spades_001,0.20474204730483922
AA_3_B,maxbin2_spades_006,0.0019587492833683306
AA_3_B,medium,
AA_3_B,metabat1_megahit_20,0.0019372831323053751
AA_3_B,metabat1_spades_2,0.007418911262203741
AA_3_B,metabat2_megahit_24,0.002850733032481824
AA_3_B,metabat2_megahit_33,0.0019095112830625031
AA_3_B,metabat2_spades_15,0.013125523067897679
AA_3_B,metabat2_spades_18,0.0032206687258272784
AA_3_B,metabat2_spades_25,0.005077204024849841
AA_3_B,vamb_megahit_295,0.0023173721088508977
AA_3_B,vamb_megahit_488,0.0016703731992283397
AA_3_B,vamb_spades_1,0.002207257837377781
AA_3_B,vamb_spades_1056,0.00529575604503886
AA_3_B,vamb_spades_108,0.005257899552899662
AA_3_B,vamb_spades_21,0.0037262685466529165
AA_3_B,vamb_spades_222,0.0013645032994841753
AA_3_B,vamb_spades_267,0.003921014865760209
AA_3_B,vamb_spades_286,0.003233180679608181
AA_3_B,vamb_spades_812,0.004101242416302217
AA_3_B,vamb_spades_857,0.0032295615720476004
AAAb_1_B,concoct_megahit_6,0.004530047980411109
AAAb_1_B,maxbin2_megahit_017,0.003997443136112947
AAAb_1_B,maxbin2_spades_001,0.21732858499316376
AAAb_1_B,maxbin2_spades_006,0.002291275447643903
AAAb_1_B,maxbin2_spades_028,0.0035079560507738426
AAAb_1_B,medium,
AAAb_1_B,metabat1_megahit_20,0.001999215479785899
AAAb_1_B,metabat1_spades_2,0.005853068721509318
AAAb_1_B,metabat2_megahit_14,0.0010231018467609446
AAAb_1_B,metabat2_megahit_24,0.0014965584292122905
AAAb_1_B,metabat2_megahit_33,0.0030585715785595175
AAAb_1_B,metabat2_spades_15,0.009045883890317125
AAAb_1_B,metabat2_spades_18,0.011190726036558959
AAAb_1_B,metabat2_spades_25,0.0035118192567231282
AAAb_1_B,vamb_megahit_39,0.002814322941386404
AAAb_1_B,vamb_megahit_488,0.0014563878581449411
