,Growth rate_coco
Control_1_B,0.00011942291910341749
Control_2_B,0.05347265243889419
Control_3_B,0.0037697457683213034
AA_1_B,0.06338866776494496
AA_2_B,0.0541523545332026
AA_3_B,0.0581988656463418
AAAb_1_B,0.09623764385149594
AAAb_2_B,0.06774428996229125
