,Growth rate_coco
Control_1_B,0.0643302637461812
Control_2_B,0.06419004360066514
Control_3_B,0.07043160160862534
AA_1_B,0.07438492716800818
AA_2_B,0.06598870256771448
AA_3_B,0.06565518979002127
AAAb_1_B,0.10533858760509149
AAAb_2_B,0.07601559555890608
