,Growth rate_coco
Control_1_B,0.13472749356105196
Control_2_B,0.11312243936342843
Control_3_B,0.11067712131476098
AA_1_B,0.13285806278257276
AA_2_B,0.12735586199721272
AA_3_B,0.1359909502650023
AAAb_1_B,0.14541894625565885
AAAb_2_B,0.11208247739569302
