,Growth rate_coco
Control_1_B,0.006267441871978189
Control_2_B,0.03186115989685523
Control_3_B,0.01649560699393557
AA_1_B,0.0005547079369168892
AA_2_B,0.0021163490327188073
AA_3_B,"Series([], dtype: float64)"
AAAb_1_B,0.017582938443744468
AAAb_2_B,0.04058402253055818
