,Growth rate_coco
Control_1_B,0.11220797986066924
Control_2_B,0.10027322022394156
Control_3_B,0.11049209216186397
AA_1_B,0.10299573802400015
AA_2_B,0.09746603170490077
AA_3_B,0.1084598471960063
AAAb_1_B,0.1458583182963959
AAAb_2_B,0.11993258026429372
