,Growth rate
Control_1_B,3.499902301237672e-05
Control_2_B,0.0411188083080662
Control_3_B,0.0006092309315784249
AA_1_B,0.04609069490912654
AA_2_B,0.03316731729460334
AA_3_B,0.0016563449834363115
AAAb_1_B,0.001999889589740846
AAAb_2_B,0.031113048225755037
