,Growth rate
Control_1_B,0.026271596431902355
Control_2_B,0.05620928093179425
Control_3_B,0.06945534123311042
AA_1_B,0.05481843071022679
AA_2_B,0.007758886282672208
AA_3_B,7.233230101215469e-06
AAAb_1_B,0.08620242700848356
AAAb_2_B,0.0003211487913568487
