,Growth rate_coco
Control_1_B,0.016557721969673908
Control_2_B,0.05417133135186641
Control_3_B,0.058147052575619036
AA_1_B,0.06532468325703546
AA_2_B,0.05793024631952182
AA_3_B,0.028573946056799315
AAAb_1_B,0.09073825348869524
AAAb_2_B,0.060086905920582086
