,compartments,growth_rate
Control_1_B,maxbin2_megahit_017,6.781677572655942e-12
Control_1_B,maxbin2_spades_001,0.0010296591860402017
Control_1_B,maxbin2_spades_006,3.3055444886446514e-12
Control_1_B,medium,
Control_1_B,metabat1_megahit_20,3.2160009575778454e-12
Control_1_B,metabat1_spades_2,6.249809422631862e-12
Control_1_B,metabat2_megahit_14,2.5600630596861356e-12
Control_1_B,metabat2_megahit_24,2.2714219557761005e-11
Control_1_B,metabat2_megahit_33,1.1132818040446988e-12
Control_1_B,metabat2_spades_15,1.1080228248888243e-11
Control_1_B,metabat2_spades_18,9.152747939297485e-12
Control_1_B,metabat2_spades_25,4.5136824024683905e-12
Control_1_B,vamb_megahit_295,9.671907504578626e-12
Control_1_B,vamb_megahit_39,1.5478000446181785e-11
Control_1_B,vamb_megahit_488,1.2577220347036292e-11
Control_1_B,vamb_megahit_77,1.7268024998755936e-11
Control_1_B,vamb_spades_1,2.580779315801592e-12
Control_1_B,vamb_spades_1056,9.421530171991827e-12
Control_1_B,vamb_spades_108,4.628853428919991e-12
Control_1_B,vamb_spades_21,2.8298054755372755e-12
Control_1_B,vamb_spades_222,4.702567341183808e-12
Control_1_B,vamb_spades_267,8.674875432526806e-12
Control_1_B,vamb_spades_286,1.065091032030371e-11
Control_1_B,vamb_spades_298,2.6948864792571876e-12
Control_1_B,vamb_spades_6,4.919062904427456e-12
Control_1_B,vamb_spades_812,7.281557003777456e-12
Control_1_B,vamb_spades_857,1.0531259389557437e-11
Control_2_B,concoct_megahit_6,7.095609952427136e-12
Control_2_B,maxbin2_megahit_017,4.938452025994519e-12
Control_2_B,maxbin2_spades_001,0.005628648277141815
Control_2_B,maxbin2_spades_006,0.0
Control_2_B,medium,
Control_2_B,metabat1_megahit_20,0.0
Control_2_B,metabat1_spades_2,0.0006661619321081322
Control_2_B,metabat2_megahit_24,0.0
Control_2_B,metabat2_megahit_33,0.0
Control_2_B,metabat2_spades_15,0.008764861983668853
Control_2_B,metabat2_spades_18,0.0
Control_2_B,metabat2_spades_25,0.0
Control_2_B,vamb_megahit_295,6.524526277747468e-12
Control_2_B,vamb_megahit_488,1.1904869859899517e-11
Control_2_B,vamb_megahit_77,1.460137211824912e-11
Control_2_B,vamb_spades_1,5.912789438090776e-12
Control_2_B,vamb_spades_1056,2.495415182128327e-12
Control_2_B,vamb_spades_108,5.880133198024551e-12
Control_2_B,vamb_spades_21,3.3032272909689506e-12
Control_2_B,vamb_spades_222,3.055452226061596e-12
Control_2_B,vamb_spades_267,1.2989257592946646e-12
Control_2_B,vamb_spades_286,0.0
Control_2_B,vamb_spades_298,5.286103199464008e-12
Control_2_B,vamb_spades_812,3.312525962556096e-12
Control_2_B,vamb_spades_857,3.2278203254160505e-12
Control_3_B,concoct_megahit_6,1.2819296062794954e-13
Control_3_B,maxbin2_megahit_017,8.788759695131098e-13
Control_3_B,maxbin2_spades_001,0.0003905208439177428
Control_3_B,maxbin2_spades_006,0.0
Control_3_B,medium,
Control_3_B,metabat1_megahit_20,0.0
Control_3_B,metabat1_spades_2,5.89174780355682e-13
Control_3_B,metabat2_megahit_24,0.0
Control_3_B,metabat2_megahit_33,0.0
Control_3_B,metabat2_spades_15,0.0
Control_3_B,metabat2_spades_18,0.0
Control_3_B,metabat2_spades_25,0.0
Control_3_B,vamb_megahit_295,1.7016021245071318e-13
Control_3_B,vamb_megahit_488,0.0
Control_3_B,vamb_megahit_77,0.0
Control_3_B,vamb_spades_1,0.0
Control_3_B,vamb_spades_1056,0.0
Control_3_B,vamb_spades_108,2.8890313593567545e-13
Control_3_B,vamb_spades_21,0.0
Control_3_B,vamb_spades_222,5.646257544380979e-13
Control_3_B,vamb_spades_267,1.9065490981370434e-13
Control_3_B,vamb_spades_286,0.0
Control_3_B,vamb_spades_298,1.4715386807859086e-13
Control_3_B,vamb_spades_812,0.0
Control_3_B,vamb_spades_857,1.478815130632503e-13
AA_1_B,concoct_megahit_6,1.1977897834400596e-12
AA_1_B,maxbin2_megahit_017,1.5687260651125229e-13
AA_1_B,maxbin2_spades_001,0.017576186443115552
AA_1_B,maxbin2_spades_006,1.6314162890807163e-13
AA_1_B,medium,
AA_1_B,metabat1_megahit_20,0.0
AA_1_B,metabat1_spades_2,1.9283750438033516e-12
AA_1_B,metabat2_megahit_14,9.224979729835477e-13
AA_1_B,metabat2_megahit_24,0.0
AA_1_B,metabat2_megahit_33,0.0
AA_1_B,metabat2_spades_15,0.0
AA_1_B,metabat2_spades_18,0.0
AA_1_B,metabat2_spades_25,0.0
AA_1_B,vamb_megahit_295,6.11444025298956e-13
AA_1_B,vamb_megahit_488,2.001404607983699e-13
AA_1_B,vamb_megahit_77,2.1853291259335515e-12
AA_1_B,vamb_spades_1,4.750915868514471e-13
AA_1_B,vamb_spades_1056,1.1365120703376477e-12
AA_1_B,vamb_spades_108,0.0
AA_1_B,vamb_spades_21,2.2059064652043198e-13
AA_1_B,vamb_spades_222,7.166024967911495e-13
