,Growth rate
Control_1_B,0.11356828294059296
Control_2_B,0.09964175773150874
Control_3_B,0.11058736200319363
AA_1_B,0.08061453115981265
AA_2_B,0.09670964740341703
AA_3_B,0.10815356495704827
AAAb_1_B,0.142437063251915
AAAb_2_B,0.12009086152855399
