,Growth rate
Control_1_B,0.09107019282800183
Control_2_B,0.07083331396576172
Control_3_B,0.09153249731212659
AA_1_B,0.08390048032989898
AA_2_B,0.08027606440104422
AA_3_B,0.09068908056037124
AAAb_1_B,0.11876039840458108
AAAb_2_B,0.09221195250487113
