,Growth rate
Control_1_B,0.0009354984625090544
Control_2_B,0.005439304969472521
Control_3_B,0.0003618134963735914
AA_1_B,0.016038882754386106
AA_2_B,0.00018903969883113394
AA_3_B,0.045689421578561325
AAAb_1_B,0.0012529635249840625
AAAb_2_B,0.0007899222083462915
