,Control_1_B,Control_2_B,Control_3_B,AA_1_B,AA_2_B,AA_3_B,AAAb_1_B,AAAb_2_B
EX_cpd00001_m,12.70114220936682,11.512381710609166,12.091257091402783,10.061001622629774,10.371803214281439,12.018000742177223,12.686851871010035,12.019742523764357
EX_cpd00418_m,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0925607853221823e-10,1.100868767466102e-06
EX_cpd00075_m,0.00017803895943869694,-0.0010000632220332527,-0.001011351967962046,-0.0009649360988166301,-0.000999990459510961,-0.0009931617906779543,-0.0009999999259963064,-0.000933914406571816
EX_cpd00009_m,-0.025728833602206277,-0.4094288245101605,-0.06181189560057751,-0.08058213608311891,-0.21096087510612252,-0.06495150127327214,-0.11465959685451699,-0.21271103651862777
EX_cpd00023_m,-0.0003961724053727015,-0.00046926946569876647,-0.0010563579297951356,-0.0004676526230221438,-0.0003803752289813607,-0.0027015712406498354,-0.0007186142913486479,-0.002742324022105799
EX_cpd00027_m,-0.0009841520273392982,-0.0009955460300066963,-0.0019685537783826266,-0.0005270880683541314,-0.0009834816527339947,-0.0018135686591164775,-0.000979324563422631,-0.0015711155540943107
EX_cpd00030_m,-4.4287892183407036e-08,-0.00021541160947223894,-0.0002511997346662985,-0.0004255738900767214,-0.0003937611884919276,-0.00036167168124747265,-0.0004424467926441031,-0.00035527852941040164
EX_cpd00034_m,-1.266738725822058e-07,-0.0002148716419131917,-0.0002511952886340758,-0.0004279585127813904,-0.0003914167618780564,-0.0003616789091958426,-0.00044244757496356575,-0.00035498050615845675
EX_cpd00039_m,-0.00026842176701978457,-0.00025592005607094853,-0.0007647071638445438,-0.0006131190335559642,-0.00024260617107862815,-0.0005560203265650717,-0.0002999323504536374,-0.004618419372833555
EX_cpd00041_m,-0.0002992904929560102,-0.00031015643363741094,-0.0013256791081136218,-0.001987438391591329,-0.0005955504814878915,-0.0025233933039259418,-0.0007685847529252866,-0.0088035256355639
EX_cpd00048_m,-0.6771314729666332,-0.051716396240092374,-0.11293319354017363,-0.07586790122383914,-0.04163817031359369,-0.4190971587432896,-0.23174000185728305,-0.00952628583657799
EX_cpd00051_m,-0.00027045883983428925,-0.00025144771287206413,-0.0034361924462708525,-0.00021937895795262784,-0.0002458526496797022,-0.0016406311262577404,-0.0003623556137301362,-0.003700995255825636
EX_cpd00053_m,-4.661869548984285e-05,-5.5389277024890773e-05,-0.0013830489369851726,-0.002350555192289496,-4.3270414752741765e-05,-0.00035382378319958187,1.8208664004686403e-11,1.7045130303770833e-07
EX_cpd00064_m,-5.5529214371852656e-05,-7.593457660610521e-05,-0.002538925826106913,-0.0020078124655349555,-4.744673114595274e-05,-0.0016909036975074952,-5.15146040931113e-05,-0.012533594537171807
EX_cpd00098_m,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
EX_cpd00105_m,-0.0008119798622251706,-0.0008533842827613859,-0.0008501003876813518,-0.000956416067313802,0.0006906056474490808,-0.0009671251422041574,-0.000675919809794534,-0.00018309262644822244
EX_cpd00107_m,-0.0006470429235205623,-0.0005817916490973293,-0.00089540804305612,-0.0010927097282645499,-0.0009695345527652875,-0.0011809090175362903,-0.001246108521329729,-0.007970758933241907
EX_cpd00108_m,-0.0008419954572055691,-0.0008761477467533103,-0.0008720664313983525,-0.0009300128191457964,0.00047866885257635155,-0.0009828431528123905,-0.0007228091924857231,-0.00010593226273301719
EX_cpd00118_m,-0.0004408458830682249,-0.0010030364479438128,-0.001400980166588843,-0.0009804591422813563,-0.0009976200093418375,-0.0012717156729767087,-0.000999565973074365,-0.0007241799392713466
EX_cpd00119_m,-5.312204032556884e-05,-4.363568095724079e-05,-0.0007831357397297033,-0.00062410840892071,-3.9049475119393215e-05,-0.0011764635973286544,-6.968071236797033e-05,-0.0003784295302507444
EX_cpd00129_m,-0.00020955060066696918,-0.0001894036872083966,-0.0004975365519062487,-0.0007396364269546775,-0.00017488669678666658,-0.0008615559889268333,-0.0002803217092502869,-0.009389628878390519
EX_cpd00149_m,-0.00016909443868744822,-0.0002886569964196345,-0.00037065839544377695,-0.0004283935833794703,-0.00039139832439788285,-0.00036181440719702763,-0.00044246976465111664,-0.00035490683601197145
EX_cpd00154_m,-0.0009056971646904481,-0.0009000649077596156,-0.0009382083565874251,-0.0009596809201278705,-0.0008443041648024826,-0.0009984942267165914,-0.0008878147494325484,-0.0006498461885336085
EX_cpd00156_m,-0.00044856936967818423,-0.0005009980608164937,-0.0006470804181136636,-0.004210378478261839,-0.0010783808975750903,-0.0017438438960123296,-0.00129086379258524,-0.0038526197991926923
EX_cpd00161_m,-0.0002978480748947148,-0.00029384191779666905,-0.000962731432586687,-0.0007536272464032946,-0.00030762427677874694,-0.00043844009894514115,-0.00042522210870533017,-0.0015814233468161704
EX_cpd00179_m,-0.0009447184009434776,-0.000979456029743409,-0.0010173276196627475,-0.0011238321782280458,-0.0009634700405570798,-0.0010321339970049243,-0.0008918093531346142,2.0133742044013345e-07
EX_cpd00209_m,-0.0009476990849718216,-0.001000025095448321,-0.0010204595101338046,-0.0010063983670001188,-0.00093289702860537,-0.0009846774361499289,-0.0009999998887638617,-0.00014223725063239247
