,Growth rate_coco
Control_1_B,0.14851145047411948
Control_2_B,0.09289536171792395
Control_3_B,0.12342039901380994
AA_1_B,0.14386729745770205
AA_2_B,0.13643116635400054
AA_3_B,0.15365845185893762
AAAb_1_B,0.15788460902117493
AAAb_2_B,0.12588239280979888
