,Growth rate_coco
Control_1_B,0.026962912368924893
Control_2_B,0.05356278615152365
Control_3_B,0.06139257908487344
AA_1_B,0.06429516971221036
AA_2_B,0.057324845305483874
AA_3_B,0.05412149898280832
AAAb_1_B,0.09187571825467723
AAAb_2_B,0.06197689358855906
