,Growth rate
Control_1_B,0.21173937204335141
Control_2_B,0.12334027860459193
Control_3_B,0.1752361804041175
AA_1_B,0.22127674707840464
AA_2_B,0.13825844347045688
AA_3_B,0.15488793706184312
AAAb_1_B,0.15854316578226393
AAAb_2_B,0.12123905299950745
