,Control_1_B,Control_2_B,Control_3_B,AA_1_B,AA_2_B,AA_3_B,AAAb_1_B,AAAb_2_B
EX_cpd00001_m,11.76358060528878,11.088374225307234,11.343084976447132,10.796289676004868,10.65198649518687,11.862480258583432,13.224191242505478,13.103845241409406
EX_cpd00418_m,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0003384426256219067,0.0007500358156327475
EX_cpd00075_m,-0.0008209871256108545,-0.001217788212279387,-0.001503489361681726,-0.0005052837612143517,-0.0009606798835903248,-0.0007639001996506973,-0.0009461014150307222,-0.0008910339319500023
EX_cpd00009_m,-0.6146167366836114,-0.40585345347266943,-0.15697327581203893,-0.9310261573845177,-0.7638111396292274,-0.5419081750243383,-1.610772512618125,-1.0246839226138702
EX_cpd00023_m,-0.00039803681553705,-0.006994684719158764,-0.005275795630606676,-0.00036604009515020557,-0.00037175821964572736,-0.00048328466274657713,-0.0007118250092934752,-0.0006656992009522974
EX_cpd00027_m,-0.0009842215794211,-0.013214632380467271,-0.006678379242049829,-0.0009814947257943297,-0.0009769710947728715,-0.0009737944589361755,-0.0009757190443298233,-0.0009768903928313764
EX_cpd00030_m,4.871909064358096e-14,-3.3865396103314705e-12,-2.8811613853189825e-06,-2.2617544601401726e-14,-1.029791219833469e-13,-2.382064681587536e-09,1.1003259755022418e-11,1.535187563867746e-11
EX_cpd00034_m,-2.2507740475125504e-12,-1.7331551492569896e-11,-2.511665416889099e-09,4.4857897086307755e-14,-2.396967163779219e-08,-1.5906014029393454e-07,-1.0753130596890463e-10,-4.420115963597975e-08
EX_cpd00039_m,-0.0002692420846969212,-0.0057693901961260894,-0.00450155633577488,-0.00021597760613335104,-0.00023631305466767497,-0.0002456494263639726,-0.00029833030483986784,-0.00029087217378207577
EX_cpd00041_m,-0.0003003156035630936,-0.012357516606962517,-0.009209899388758628,-0.0005427695498708204,-0.0005837733318984461,-0.0006214335650221765,-0.0007650497679735484,-0.0007037015839207562
EX_cpd00048_m,-0.18119071196237233,-0.02401023934322775,-0.052316501267991124,-0.029605059673648054,-0.04052735522757356,-0.16622997729580993,-0.04508132372956153,-0.039994682227219025
EX_cpd00051_m,-0.0002712716895259384,-0.03958658369925838,-0.0298918317330769,-0.00020793551464699903,-0.00024159490648386646,-0.00026640023017761966,-0.0003591361445262281,-0.0002917343662155521
EX_cpd00053_m,-4.662862056143318e-05,-0.01565103461311346,-0.01223281441429691,-3.641569088040905e-05,-4.0628569233414756e-05,-4.813614839038998e-05,1.6162375703812864e-06,8.803956865613725e-07
EX_cpd00064_m,-5.556977866324912e-05,-0.030326035851296496,-0.022098285098854968,-4.3086682388289355e-05,-4.667154093469554e-05,-4.601951327667238e-05,-5.1177090066971366e-05,-5.0956556594816824e-05
EX_cpd00098_m,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
EX_cpd00105_m,-0.0008854065287204615,-0.0004123365861330233,-0.0011577705366811308,0.0009140274615790367,0.001573829954845292,-0.0007983136498199428,0.0014385052488108951,0.00245227552443944
EX_cpd00107_m,-0.00064989066017917,-0.003054242197509976,-0.002710863158869223,-0.0008363606057208293,-0.0009522078605521832,-0.000985159946022846,-0.0012360931136930669,-0.0010786980973445453
EX_cpd00108_m,-0.000903951443143063,-0.0002902273814220544,-0.0009613759516529555,0.0007454213700957813,0.0014342983546790987,-0.0008311069949510862,0.0012332929445079584,0.002134280878237335
EX_cpd00118_m,-0.000705500146838095,-0.004785225594138097,-0.004452161555578399,0.01102736515259467,-0.00012249489049745432,0.0004144193480514341,-0.0006358946357208767,0.049662687122252885
EX_cpd00119_m,-5.331819541407217e-05,-0.00023411252229017037,-0.006410019619616011,-3.305222506250357e-05,-3.834084948095152e-05,-3.966313163243516e-05,-6.94342310927065e-05,-5.305706389973756e-05
EX_cpd00129_m,-0.00020984274416623586,-0.0025481451207405967,-0.0025054671254707336,-0.00016413727871862613,-0.00017062219184710612,-0.00020456330122827643,-0.0002772696989370821,-0.0002520232809370724
EX_cpd00149_m,-0.00038112383416636546,-0.00037551565203023757,-0.00016666875283558516,5.089594057337958e-10,-0.00032430222590258716,4.566822383435612e-09,-0.0005026221951453093,4.1166321589514165e-07
EX_cpd00154_m,-0.0009277674094721126,-0.0008759874769416231,-0.0013756244393084564,-0.0007687025525740985,-0.0008357404429160734,-0.0008728985858914011,-0.0008456250345674815,-0.0007316962023988441
EX_cpd00156_m,-0.00045004053439573103,-0.0009992786820679663,-0.001540317054123704,-0.0009232383176348997,-0.001066680069340531,-0.001063158085311798,-0.0012783515882418548,-0.0011984533369130432
EX_cpd00161_m,-0.000298554083897173,-0.007454109040592712,-0.00582653653188833,-0.00025128830355576344,-0.0003028259775648617,-0.00031059749634135655,-0.00042206048814016363,-0.000373156393801689
EX_cpd00179_m,-0.0009622300697084275,-0.0009138155244997269,-0.0009849505475044667,-0.000873501559290643,-0.0009627772566966423,-0.0009705437466768067,-0.0007786483845141479,-0.0004429389974509477
EX_cpd00209_m,-0.0009495648931632355,-0.001555316433799715,-0.00177200745038017,-0.0008626906473667748,-0.0009172895055277086,-0.0009400312306194798,-0.000740003750947442,-0.0008929625834771613
EX_cpd00210_m,-0.000905166344101753,-0.0017422749134694852,-0.0018318448633169256,-0.0009231287036833356,-0.0009475659720805062,-0.0008729933275037207,-0.0009315676404762681,-0.0008988120003631647
EX_cpd00224_m,-0.0009228445827125255,-0.0008266483228470001,-0.0012587187345614705,-0.000811342724832711,-0.0007708760472800006,-0.0008759971027902541,-0.0008331719095049584,-0.0007111471387103723
EX_cpd00244_m,-0.00016044723142076374,-0.00012108943481466301,-0.0001461265582696673,-6.597507009186302e-07,-0.0001266098624687501,-0.0001346160302823422,-0.00022637550733310707,-1.684509090490451e-05
EX_cpd00264_m,0.0019579330451618866,0.0028085265487996333,5.849758669831632e-10,0.004287184745652536,0.0019805824068553457,0.0025603056620070114,0.005825800786711987,0.007475437806614521
EX_cpd00268_m,3.142820396087094e-14,-1.710472068124658e-06,-1.8655881825638246e-06,-1.8544410834097506e-14,3.4247102937634972e-12,5.998755806791722e-12,1.926131281442125e-12,1.2225578545971399e-11
EX_cpd00305_m,0.006855587640010105,0.009284983802462761,0.00020763292975170457,0.019943305591935034,0.00392363554976948,0.0071827325257059925,0.00711607743487608,0.02342199520437522
EX_cpd00322_m,-0.0004087649281139803,-0.015934030223500092,-0.01693921027938642,-0.0002893822566954497,-0.00035555030999226606,-0.0003671510100208396,-0.0004823069593358505,-0.00043096755333896323
EX_cpd00266_m,6.855294869470862e-16,-2.211990732801101e-14,1.4670251911447707e-14,1.1302663551531629e-16,1.630783107099199e-13,4.83607042237472e-13,5.0843314310934326e-14,4.40544855746227e-13
EX_cpd00540_m,-7.28918471898339e-06,-0.0008718919645664078,-1.3592198733118287e-10,-5.242947260055174e-06,-7.658086725945005e-06,-1.0630772717509375e-05,-6.990183889077029e-06,-1.2015801604821008e-05
EX_cpd08305_m,7.912834878355312e-16,-7.929298435204436e-14,9.266933804000987e-15,4.829207923790964e-16,1.6315161357641496e-13,1.388750264646638e-12,2.4977411164695446e-14,5.428722047622742e-13
EX_cpd10516_m,4.074571705302111e-12,-1.7459294309944992e-11,-2.5090718403713886e-09,-4.176425662029313e-06,-4.966776783799289e-06,-4.504752326566193e-06,-1.145116738614296e-09,-7.132610227336536e-06
EX_cpd00067_m,0.0,-7.092091099056181e-06,-9.88976666272994e-13,0.0,0.0,0.0,0.0,0.0
EX_cpd00092_m,2.3218574852434948e-05,-0.00012880768928518263,-0.0014694649104178715,0.0012178927925295385,0.002789549269277068,0.0018246736816997112,0.0007110298418516424,0.025957096357871346
EX_cpd00367_m,-0.0009357430125636057,-0.00406816569470525,-0.0034537775869025733,-0.0003516724695333817,-0.0008616604165441188,-0.0008678052716708518,-0.0009310595805447353,0.00020853103475326762
EX_cpd00249_m,-0.0009332154708827645,-0.003189719211677433,-0.0029618831912308075,-0.0001575626273582209,-0.00047147398037150623,-0.0008298888794211479,-0.0008920087106867314,0.0015242246584259433
EX_cpd00309_m,-0.000718411333360057,0.005213009544922757,-0.00033769103739828,0.00979002387893016,-0.00022310204053920674,0.0006482093869297628,-0.0003693698835445236,0.006755177126446799
EX_cpd00311_m,-0.0009409563086937855,-0.007522522192857872,-0.005858473768325406,9.27086413498035e-05,-0.0009390026498362625,-0.0009458883233445514,-0.0009593586658596109,9.032972847733411e-05
EX_cpd00130_m,-0.0008610190696725084,-0.013509788227383801,-0.009615356453199553,0.00012157956133762582,-0.00032031587017833374,-0.000644876437439379,-0.0008283428421744787,0.0014904926314027733
EX_cpd00971_m,-1.2157668696201692e-11,-1.1593590352119193e-11,-9.392010370023857e-09,-5.000795842994738e-11,3.569677364683157e-12,-2.4752327950066304e-11,1.6866293868566127e-12,1.2123870195346745e-13
EX_cpd00060_m,-0.00010554259940055141,-0.008633963687954,-0.006326248133900914,-8.821485105836841e-05,-9.684147339108556e-05,-0.00010226330513245157,-0.00012646819297812618,-0.00010667623613374948
EX_cpd00104_m,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.0394833842239623e-15,1.4091611081390366e-14
EX_cpd00220_m,0.0011170788960493964,0.003946320015477601,-2.5935590161812277e-08,0.011959632767657005,0.0003996657472592989,0.0008822253313502845,0.0010582129332704527,0.010574631044764388
EX_cpd00084_m,0.0,0.0,0.0,-2.634317326430592e-05,-1.630096044258613e-05,-2.8060199368017245e-05,-3.973641889172791e-05,-3.006862617908103e-05
EX_cpd00069_m,-6.828489598667578e-05,-0.009771455171392858,-0.014437448356495873,-5.4322300665247296e-05,-6.864912070361338e-05,-6.93893959904462e-05,-0.00010459316884235022,-8.73564402617502e-05
EX_cpd00066_m,-0.0003187829313585564,-0.0027254148611564923,-0.017651489511715197,-0.00021669112949563587,-0.00029076802589206606,-0.00027745050412382997,-0.0004303737055805471,-0.00036592049898847266
EX_cpd00246_m,-0.000939102205468556,-0.007417900760402052,-0.006739182280070644,0.0008918086169356076,-0.0009508015350272458,-0.0009358311375087247,-0.0009537305459765832,0.0011783416360351406
EX_cpd00182_m,-0.0009382535827441307,0.0004042286822175667,3.0818531349119382e-06,0.0001188422525528754,-0.0009459171629998542,-0.0009429484595364634,-0.0009596151713689993,-4.0743069700033274e-05
EX_cpd00013_m,-0.9100185952060702,-0.4387911875081034,-0.5098275769203662,-0.5340131865949314,-0.6651773702877488,-0.7943267834248307,-1.2298713297286206,-0.719504041511998
EX_cpd00020_m,-0.0007683434738314787,-0.003085968776193937,1.370351228047184e-07,0.0010594169674180698,0.003432034899544689,0.00021103117730225662,-0.0004704639227250951,0.01770839256174206
EX_cpd00139_m,-0.0009517491722287926,-0.0007600424289905683,-0.0009480605599093991,-0.0009137960349383663,-0.0009328817161627105,-0.0009175711893000237,-0.0009420011599304634,-0.000941325870188168
EX_cpd00029_m,-0.07306134727947527,-0.039283519882955836,-0.10839638962545028,-0.07433347257002167,-0.06851437022300187,-0.04067782011339245,-0.10546124685823709,-0.08030178582967398
EX_cpd04098_m,5.534971510764193e-18,-3.4100214809825606e-18,-9.579451400296776e-17,2.382200251310589e-18,1.1817610090595464e-15,1.0130811739377378e-16,1.2878537564193108e-15,1.932332714155141e-14
