,Growth rate_coco
Control_1_B,0.04772121936883554
Control_2_B,0.041229285355186863
Control_3_B,0.001082335998796371
AA_1_B,0.05268429803976548
AA_2_B,0.03894491479617429
AA_3_B,0.0444070561675528
AAAb_1_B,0.08690940238161843
AAAb_2_B,0.06410805689706692
