,Control_1_B,Control_2_B,Control_3_B,AA_1_B,AA_2_B,AA_3_B,AAAb_1_B,AAAb_2_B
EX_cpd00001_m,11.215828254426818,11.569208862478874,12.198879080875306,10.358223672731626,10.313564332844706,12.022267176719417,12.733255846365521,12.619523269432175
EX_cpd00418_m,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,7.16290826837268e-09,1.2526383125699328e-06
EX_cpd00075_m,-0.0009999983865340472,-0.000999999912057639,-0.000999998677665751,-0.0009999916399082338,-0.0009999962080607164,-0.0009378568751552667,-0.0009999976175267553,-0.00099965922941748
EX_cpd00009_m,-0.07875917307195372,-0.6041622240077626,-0.6674565499630971,-0.6244128901186364,-0.3030456521961783,-0.0775811590263046,-1.0006173722358684,-0.530961247849671
EX_cpd00023_m,-0.0004039370590075742,-0.00046863195453335883,-0.0005028131083070089,-0.0003732830690255341,-0.00038309695515100823,-0.0004888786358369089,-0.0007257519764019298,-0.0007346754482415143
EX_cpd00027_m,-0.001000019255110719,-0.0009846879619763579,-0.0009718263709252707,-0.0009818255282349417,-0.0009814815670922338,-0.00097999580556421,-0.0009818792234344885,-0.0009667096462991914
EX_cpd00030_m,-0.0004508852617936062,-0.00038124227801237805,-0.0003799366815164159,-0.0003209886620048307,-0.0004575803974673598,-0.00044007591358383494,-0.0004475233440079953,-0.00036175368595173457
EX_cpd00034_m,-0.00045037708019810853,-0.0003806627433936918,-0.00037815137574536865,-0.00032110109468951205,-0.0004574694364528955,-0.0004236543912059908,-0.0004475602043706176,-0.00036169264283412354
EX_cpd00039_m,-0.0002736903269267962,-0.0002537692231101476,-0.00026887771873181104,-0.0002203499950912443,-0.0002447754934715088,-0.0002466002685192363,-0.00030291118842951456,-0.00031733758443163373
EX_cpd00041_m,-0.00030517774363452365,-0.00030382748767624103,-0.00035898245910948913,-0.0005536468610794104,-0.000600298597537096,-0.0006297953292677727,-0.0007762224112073461,-0.0007595249836829695
EX_cpd00048_m,-0.1708879466353132,-0.028678174412813274,-0.02056172076757689,-0.02056728962569962,-0.04067971114709045,-0.37354580495779155,-0.07457116356087551,-0.040777769303765934
EX_cpd00051_m,-0.00027582288650612,-0.00022516747216421834,-0.00029558216173480173,-0.00021205934384144995,-0.00024801925902162775,-0.00026930120808555324,-0.00036595508303546777,-0.00031550338517454896
