,Growth rate_coco
Control_1_B,0.0002946108157583965
Control_2_B,0.05389775969151597
Control_3_B,0.028801577389816445
AA_1_B,0.002352063778834285
AA_2_B,0.006334438022904525
AA_3_B,0.03884376574680481
AAAb_1_B,0.003182411607723176
AAAb_2_B,0.0067218538443105155
