,Growth rate_coco
Control_1_B,0.13293292799144535
Control_2_B,0.10930312830488238
Control_3_B,0.10623630168423699
AA_1_B,0.10672646057549377
AA_2_B,0.1238842705215495
AA_3_B,0.13497590143859037
AAAb_1_B,0.14134575452697742
AAAb_2_B,0.10719187408874394
