,Growth rate
Control_1_B,0.23507879330471365
Control_2_B,0.1567017241386438
Control_3_B,0.19252076128527548
AA_1_B,0.24741322171246638
AA_2_B,0.1727159566072365
AA_3_B,0.19446729513107197
AAAb_1_B,0.19518906074773062
AAAb_2_B,0.1525117095798802
