,Growth rate
Control_1_B,3.760635790084421e-08
Control_2_B,0.10898735825037198
Control_3_B,0.1955780275448878
AA_1_B,0.23564725646502294
AA_2_B,0.14936211071098027
AA_3_B,0.16525130456028944
AAAb_1_B,0.17215105500448474
AAAb_2_B,0.1375552432503446
