,Growth rate
Control_1_B,0.04314516284397201
Control_2_B,0.050814071217888834
Control_3_B,0.050216051316275684
AA_1_B,0.06960956916653072
AA_2_B,0.0486014946436385
AA_3_B,0.003203462879780655
AAAb_1_B,0.10353685321993454
AAAb_2_B,0.08136505822340008
