,Growth rate_coco
Control_1_B,0.17364002935810155
Control_2_B,0.14275424017422297
Control_3_B,0.1395770727568598
AA_1_B,0.17752906090590764
AA_2_B,0.1620518915239913
AA_3_B,0.18056588854496095
AAAb_1_B,0.18464675793621885
AAAb_2_B,0.17399119979560762
