,Growth rate
Control_1_B,0.07870938808362522
Control_2_B,0.07390832880700561
Control_3_B,0.09262039492826651
AA_1_B,0.0003567351172995576
AA_2_B,0.06750135692701371
AA_3_B,0.07336814992161478
AAAb_1_B,0.11390021453003196
AAAb_2_B,0.008578981384722212
