,Growth rate
Control_1_B,0.008679699159471397
Control_2_B,0.09887514506230151
Control_3_B,0.09291254129912252
AA_1_B,0.08576354978671999
AA_2_B,0.08017287057835985
AA_3_B,0.08867460834575426
AAAb_1_B,0.1244256616757395
AAAb_2_B,0.09802329300806338
