,Growth rate_coco
Control_1_B,0.09565075903495443
Control_2_B,0.08231022171780046
Control_3_B,0.09078589155369703
AA_1_B,0.08824896830644184
AA_2_B,0.08183499210445531
AA_3_B,0.09158810544208829
AAAb_1_B,0.12843474363202287
AAAb_2_B,0.09546945290799398
