,Growth rate
Control_1_B,0.21131080819198977
Control_2_B,0.17746557559787368
Control_3_B,0.2235177356526092
AA_1_B,0.26931112587064143
AA_2_B,0.19356407333279516
AA_3_B,0.2183542191838035
AAAb_1_B,0.22544654265700945
AAAb_2_B,0.1794064509331356
