,compartments,growth_rate
Control_1_B,maxbin2_megahit_017,0.001909407065571698
Control_1_B,maxbin2_spades_001,0.0028186533322564575
Control_1_B,maxbin2_spades_006,1.0580209128588244e-09
Control_1_B,medium,
Control_1_B,metabat1_megahit_20,1.3323971299396298e-09
Control_1_B,metabat1_spades_2,0.004598520412584082
Control_1_B,metabat2_megahit_14,0.004181514454746369
Control_1_B,metabat2_megahit_24,0.0
Control_1_B,metabat2_megahit_33,3.943233640920579e-10
Control_1_B,metabat2_spades_15,0.0
Control_1_B,metabat2_spades_18,4.287725482017096e-09
Control_1_B,metabat2_spades_25,0.0
Control_1_B,vamb_megahit_295,0.0014838724015609893
Control_1_B,vamb_megahit_39,0.004005118975537993
Control_1_B,vamb_megahit_488,0.0071832190805809736
Control_1_B,vamb_megahit_77,0.005231275887234473
Control_1_B,vamb_spades_1,9.977076827857229e-10
Control_1_B,vamb_spades_1056,0.00340533144286809
Control_1_B,vamb_spades_108,1.6564481801500708e-09
Control_1_B,vamb_spades_21,0.005078979355610557
Control_1_B,vamb_spades_222,0.005894799892350922
Control_1_B,vamb_spades_267,0.0008800102552796205
Control_1_B,vamb_spades_286,4.7340011900065506e-09
Control_1_B,vamb_spades_298,0.0019534041184804656
Control_1_B,vamb_spades_6,0.0060673427378209336
Control_1_B,vamb_spades_812,0.0020303182962560936
Control_1_B,vamb_spades_857,0.0015550097126578958
Control_2_B,concoct_megahit_6,0.011453260335924014
Control_2_B,maxbin2_megahit_017,0.01968250825583925
Control_2_B,maxbin2_spades_001,0.021427418273542175
Control_2_B,maxbin2_spades_006,0.08820988211898542
Control_2_B,medium,
Control_2_B,metabat1_megahit_20,0.18811036358943026
Control_2_B,metabat1_spades_2,0.010805484639465625
Control_2_B,metabat2_megahit_24,0.09141330856293962
Control_2_B,metabat2_megahit_33,0.27345853994512154
Control_2_B,metabat2_spades_15,0.8414696853045944
Control_2_B,metabat2_spades_18,0.323969125646214
Control_2_B,metabat2_spades_25,0.18621336987625553
Control_2_B,vamb_megahit_295,0.01925096938412525
Control_2_B,vamb_megahit_488,0.0126056508109381
Control_2_B,vamb_megahit_77,0.01164691714568246
Control_2_B,vamb_spades_1,0.09997925476213707
Control_2_B,vamb_spades_1056,0.013933603228024788
Control_2_B,vamb_spades_108,0.03674032473984952
Control_2_B,vamb_spades_21,0.01743270232064024
Control_2_B,vamb_spades_222,0.018306512617713613
Control_2_B,vamb_spades_267,0.03719492082782064
Control_2_B,vamb_spades_286,0.1392994548962479
Control_2_B,vamb_spades_298,0.019934819440745585
Control_2_B,vamb_spades_812,0.016345952757794453
Control_2_B,vamb_spades_857,0.029555412716182786
Control_3_B,concoct_megahit_6,0.04025307432238997
Control_3_B,maxbin2_megahit_017,0.012742379582210812
Control_3_B,maxbin2_spades_001,0.020809410354729174
Control_3_B,maxbin2_spades_006,0.05166015927835603
Control_3_B,medium,
Control_3_B,metabat1_megahit_20,0.15527422512112576
Control_3_B,metabat1_spades_2,0.00913255644619909
Control_3_B,metabat2_megahit_24,0.06905773333320056
Control_3_B,metabat2_megahit_33,0.15138813731437248
Control_3_B,metabat2_spades_15,0.8717890080789295
Control_3_B,metabat2_spades_18,0.18571379431832763
Control_3_B,metabat2_spades_25,0.5241484621945623
Control_3_B,vamb_megahit_295,0.024598831804740637
Control_3_B,vamb_megahit_488,0.011787632551948726
Control_3_B,vamb_megahit_77,0.010219834715095012
Control_3_B,vamb_spades_1,0.08587214421285115
Control_3_B,vamb_spades_1056,0.014018015727649914
Control_3_B,vamb_spades_108,0.020677142710962396
Control_3_B,vamb_spades_21,0.00902230971287083
Control_3_B,vamb_spades_222,0.019414913071782048
Control_3_B,vamb_spades_267,0.023838336767638607
Control_3_B,vamb_spades_286,0.13560788669232282
Control_3_B,vamb_spades_298,0.030677148948877374
Control_3_B,vamb_spades_812,0.013273882930896066
Control_3_B,vamb_spades_857,0.028699961347094047
AA_1_B,concoct_megahit_6,0.0095703550541046
AA_1_B,maxbin2_megahit_017,0.052826420041559026
AA_1_B,maxbin2_spades_001,0.005666869293514968
AA_1_B,maxbin2_spades_006,0.06370355026514234
AA_1_B,medium,
AA_1_B,metabat1_megahit_20,0.14877281211583912
AA_1_B,metabat1_spades_2,0.007674091482240832
AA_1_B,metabat2_megahit_14,0.016806455249368246
AA_1_B,metabat2_megahit_24,0.3065481980476144
AA_1_B,metabat2_megahit_33,0.1937040964103165
AA_1_B,metabat2_spades_15,1.2813842147252665
AA_1_B,metabat2_spades_18,0.199455452468054
AA_1_B,metabat2_spades_25,0.6770230615098308
AA_1_B,vamb_megahit_295,0.01811216822698911
AA_1_B,vamb_megahit_488,0.02997346896673667
AA_1_B,vamb_megahit_77,0.011165435560901518
AA_1_B,vamb_spades_1,0.02303064405248887
AA_1_B,vamb_spades_1056,0.01124348449649244
AA_1_B,vamb_spades_108,0.13335417157558638
AA_1_B,vamb_spades_21,0.03346527572891112
AA_1_B,vamb_spades_222,0.020948244050716967
AA_1_B,vamb_spades_267,0.050756082228325616
AA_1_B,vamb_spades_286,0.06121887351170291
AA_1_B,vamb_spades_6,0.010234288560500963
AA_1_B,vamb_spades_812,0.014288767388945776
AA_1_B,vamb_spades_857,0.05676996558362829
AA_2_B,maxbin2_megahit_017,0.019436648193172354
AA_2_B,maxbin2_spades_001,0.0005959239599628769
AA_2_B,maxbin2_spades_006,0.022171445425661424
AA_2_B,medium,
AA_2_B,metabat1_megahit_20,0.12633436009632767
AA_2_B,metabat2_megahit_24,0.031905632104612086
AA_2_B,metabat2_megahit_33,0.12180914271774317
AA_2_B,metabat2_spades_15,0.7424025966763127
AA_2_B,metabat2_spades_18,0.19402660617234158
AA_2_B,metabat2_spades_25,0.7123882352638243
AA_2_B,vamb_megahit_295,0.01559635655002843
AA_2_B,vamb_megahit_39,0.026246036474131318
AA_2_B,vamb_megahit_488,0.012727902735686303
AA_2_B,vamb_spades_1,0.017158484546169462
AA_2_B,vamb_spades_1056,0.011095080304753722
AA_2_B,vamb_spades_108,0.10524313901897621
AA_2_B,vamb_spades_21,0.011636869497296537
AA_2_B,vamb_spades_222,0.011644803725103675
AA_2_B,vamb_spades_267,0.10248253023541655
AA_2_B,vamb_spades_286,0.06516956922046456
AA_2_B,vamb_spades_812,0.01099703078048579
AA_2_B,vamb_spades_857,0.02655381250768593
AA_3_B,maxbin2_megahit_017,0.01757710553213961
AA_3_B,maxbin2_spades_001,0.0027593444816146426
AA_3_B,maxbin2_spades_006,0.01744994174701986
AA_3_B,medium,
AA_3_B,metabat1_megahit_20,0.09815006090008055
AA_3_B,metabat1_spades_2,0.00907128339770709
AA_3_B,metabat2_megahit_24,0.1935489917039205
AA_3_B,metabat2_megahit_33,0.07725654005643223
AA_3_B,metabat2_spades_15,0.9130500216576765
AA_3_B,metabat2_spades_18,0.1356680767529514
AA_3_B,metabat2_spades_25,0.36289901559816257
AA_3_B,vamb_megahit_295,0.011297094213776192
AA_3_B,vamb_megahit_488,0.013268666322863987
AA_3_B,vamb_spades_1,0.012513488694782953
AA_3_B,vamb_spades_1056,0.009329028925932466
AA_3_B,vamb_spades_108,0.057588296739934014
AA_3_B,vamb_spades_21,0.021416540265136164
AA_3_B,vamb_spades_222,0.018194269374156812
AA_3_B,vamb_spades_267,0.018672377732782422
AA_3_B,vamb_spades_286,0.033190895552875646
AA_3_B,vamb_spades_812,0.009863989179564216
AA_3_B,vamb_spades_857,0.0604196553074959
AAAb_1_B,concoct_megahit_6,0.070699352037842
AAAb_1_B,maxbin2_megahit_017,0.049329140413740806
AAAb_1_B,maxbin2_spades_001,0.028011538007450643
AAAb_1_B,maxbin2_spades_006,0.10158578123904047
AAAb_1_B,maxbin2_spades_028,0.01278895086902946
AAAb_1_B,medium,
AAAb_1_B,metabat1_megahit_20,0.11510024876401463
AAAb_1_B,metabat1_spades_2,0.009994971994465956
AAAb_1_B,metabat2_megahit_14,0.012366833809439808
AAAb_1_B,metabat2_megahit_24,0.11284281832049335
AAAb_1_B,metabat2_megahit_33,0.20223507122261816
AAAb_1_B,metabat2_spades_15,0.6779109219048622
AAAb_1_B,metabat2_spades_18,0.8380782004907057
AAAb_1_B,metabat2_spades_25,0.26341815782999517
AAAb_1_B,vamb_megahit_39,0.007111115326133342
AAAb_1_B,vamb_megahit_488,0.028844689730106073
AAAb_1_B,vamb_spades_1,0.021541898594759988
AAAb_1_B,vamb_spades_1056,0.013303842429082691
AAAb_1_B,vamb_spades_108,0.07747884056199247
AAAb_1_B,vamb_spades_21,0.04030597176541557
AAAb_1_B,vamb_spades_222,0.01554150947066825
AAAb_1_B,vamb_spades_267,0.09516163216661669
AAAb_1_B,vamb_spades_286,0.08924618126201879
AAAb_1_B,vamb_spades_6,0.013366058085178288
AAAb_1_B,vamb_spades_812,0.008845044615136476
AAAb_1_B,vamb_spades_857,0.041141670414358227
AAAb_2_B,concoct_megahit_6,0.007171233607089524
AAAb_2_B,maxbin2_megahit_017,0.013209253442081752
AAAb_2_B,maxbin2_spades_001,0.017767732303833363
AAAb_2_B,maxbin2_spades_006,0.04764808965922191
AAAb_2_B,maxbin2_spades_028,0.009800718391212637
AAAb_2_B,medium,
AAAb_2_B,metabat1_megahit_20,0.07515311428645435
AAAb_2_B,metabat1_spades_2,0.0070565474960727365
AAAb_2_B,metabat2_megahit_14,0.010707729294827877
AAAb_2_B,metabat2_megahit_24,0.08712203820412269
AAAb_2_B,metabat2_megahit_33,0.08761556247341874
AAAb_2_B,metabat2_spades_15,0.522765217970954
AAAb_2_B,metabat2_spades_18,0.2311649614794451
AAAb_2_B,metabat2_spades_25,0.32718199350094807
AAAb_2_B,vamb_megahit_39,0.00705157166003202
AAAb_2_B,vamb_megahit_488,0.018141844456837534
AAAb_2_B,vamb_spades_1056,0.009649945275376094
AAAb_2_B,vamb_spades_108,0.0649998191009478
AAAb_2_B,vamb_spades_21,0.015689853166412162
