,Growth rate_coco
Control_1_B,0.1123220693559524
Control_2_B,0.10071563246678598
Control_3_B,0.11123167278542319
AA_1_B,0.10380749589017202
AA_2_B,0.0981007792325089
AA_3_B,0.10878579381338434
AAAb_1_B,0.1410332496848321
AAAb_2_B,0.12047900601366024
