,Growth rate
Control_1_B,0.0005628157448728709
Control_2_B,0.008688025772662419
Control_3_B,0.0021453813130171365
AA_1_B,0.006031595055787135
AA_2_B,0.0012154187448496128
AA_3_B,0.02087363020676567
AAAb_1_B,0.0030003745693801707
AAAb_2_B,0.05757413870058006
