,compartments,growth_rate
Control_1_B,maxbin2_megahit_017,0.005494855981810177
Control_1_B,maxbin2_spades_001,0.018352409500346795
Control_1_B,maxbin2_spades_006,0.0032462424557033217
Control_1_B,medium,
Control_1_B,metabat1_megahit_20,0.003920578138773815
Control_1_B,metabat1_spades_2,0.007187279181258993
Control_1_B,metabat2_megahit_14,0.006919039944148789
Control_1_B,metabat2_megahit_24,0.0011157384974606512
Control_1_B,metabat2_megahit_33,0.0025215140763337816
Control_1_B,metabat2_spades_15,0.0254907204775156
Control_1_B,metabat2_spades_18,0.002384376293675798
Control_1_B,metabat2_spades_25,3.6764126226346374e-05
Control_1_B,vamb_megahit_295,0.006337220500669801
Control_1_B,vamb_megahit_39,0.006972616247061689
Control_1_B,vamb_megahit_488,0.006903907624858358
Control_1_B,vamb_megahit_77,0.006895447023850253
Control_1_B,vamb_spades_1,0.002205022601968596
Control_1_B,vamb_spades_1056,0.005210636818317934
Control_1_B,vamb_spades_108,0.003438898170452351
Control_1_B,vamb_spades_21,0.007678795718565772
Control_1_B,vamb_spades_222,0.00989798654932733
Control_1_B,vamb_spades_267,0.004459217808962469
Control_1_B,vamb_spades_286,0.004072622490832959
Control_1_B,vamb_spades_298,0.006217134116087256
Control_1_B,vamb_spades_6,0.007013454411029304
Control_1_B,vamb_spades_812,0.005149093808891692
Control_1_B,vamb_spades_857,0.010862957669882123
Control_2_B,concoct_megahit_6,0.0
Control_2_B,maxbin2_megahit_017,0.0
Control_2_B,maxbin2_spades_001,0.003122445796780577
Control_2_B,maxbin2_spades_006,0.0
Control_2_B,medium,
Control_2_B,metabat1_megahit_20,0.0
Control_2_B,metabat1_spades_2,1.6081185951131343e-12
Control_2_B,metabat2_megahit_24,0.0
Control_2_B,metabat2_megahit_33,0.0
Control_2_B,metabat2_spades_15,0.0
Control_2_B,metabat2_spades_18,0.0
Control_2_B,metabat2_spades_25,1.7553553516239572e-13
Control_2_B,vamb_megahit_295,0.0
Control_2_B,vamb_megahit_488,0.0
Control_2_B,vamb_megahit_77,3.186325741969013e-13
Control_2_B,vamb_spades_1,0.0
Control_2_B,vamb_spades_1056,0.0
Control_2_B,vamb_spades_108,0.0
Control_2_B,vamb_spades_21,0.0
Control_2_B,vamb_spades_222,0.0
Control_2_B,vamb_spades_267,0.0
Control_2_B,vamb_spades_286,0.0
Control_2_B,vamb_spades_298,0.0
Control_2_B,vamb_spades_812,0.0
Control_2_B,vamb_spades_857,0.0
Control_3_B,concoct_megahit_6,0.0
Control_3_B,maxbin2_megahit_017,1.3058310402781835e-12
Control_3_B,maxbin2_spades_001,0.05784843293018912
Control_3_B,maxbin2_spades_006,0.0
Control_3_B,medium,
Control_3_B,metabat1_megahit_20,0.0
Control_3_B,metabat1_spades_2,6.944287790245461e-12
Control_3_B,metabat2_megahit_24,0.0
Control_3_B,metabat2_megahit_33,0.0
Control_3_B,metabat2_spades_15,0.0
Control_3_B,metabat2_spades_18,0.0
Control_3_B,metabat2_spades_25,0.0
Control_3_B,vamb_megahit_295,1.004777430215935e-12
Control_3_B,vamb_megahit_488,2.9712557643727337e-12
Control_3_B,vamb_megahit_77,3.2316917460420362e-12
Control_3_B,vamb_spades_1,0.0
Control_3_B,vamb_spades_1056,8.992909779035604e-13
Control_3_B,vamb_spades_108,7.242835572172393e-13
Control_3_B,vamb_spades_21,2.598389496285395e-12
Control_3_B,vamb_spades_222,6.840150158044659e-13
Control_3_B,vamb_spades_267,4.2471144323995166e-13
Control_3_B,vamb_spades_286,0.0
Control_3_B,vamb_spades_298,7.821096760939719e-13
Control_3_B,vamb_spades_812,1.2039238973562518e-12
Control_3_B,vamb_spades_857,3.415502371093995e-13
AA_1_B,concoct_megahit_6,4.1283281119179065e-12
AA_1_B,maxbin2_megahit_017,7.468664287814774e-13
AA_1_B,maxbin2_spades_001,0.001759384042461131
AA_1_B,maxbin2_spades_006,4.669818396488725e-13
AA_1_B,medium,
AA_1_B,metabat1_megahit_20,0.0
AA_1_B,metabat1_spades_2,2.0135102754661486e-11
AA_1_B,metabat2_megahit_14,2.3173420792327505e-12
AA_1_B,metabat2_megahit_24,0.0
AA_1_B,metabat2_megahit_33,0.0
AA_1_B,metabat2_spades_15,0.0
AA_1_B,metabat2_spades_18,0.0
AA_1_B,metabat2_spades_25,0.0
AA_1_B,vamb_megahit_295,1.624688533786674e-12
AA_1_B,vamb_megahit_488,4.2030983321638957e-13
AA_1_B,vamb_megahit_77,3.098546852358735e-11
AA_1_B,vamb_spades_1,1.223341752226543e-12
AA_1_B,vamb_spades_1056,1.8535855106968406e-12
AA_1_B,vamb_spades_108,3.963157893488829e-13
AA_1_B,vamb_spades_21,6.913445461340083e-13
AA_1_B,vamb_spades_222,1.9617541633740142e-12
AA_1_B,vamb_spades_267,4.388584387874557e-13
AA_1_B,vamb_spades_286,5.415635530168264e-13
AA_1_B,vamb_spades_6,4.9646196625383155e-11
AA_1_B,vamb_spades_812,3.2235248209641017e-12
AA_1_B,vamb_spades_857,6.437930079778092e-13
AA_2_B,maxbin2_megahit_017,1.4877958378274464e-07
AA_2_B,maxbin2_spades_001,0.0003733709636465236
AA_2_B,maxbin2_spades_006,1.05275712298981e-07
AA_2_B,medium,
AA_2_B,metabat1_megahit_20,1.4529331779623364e-08
AA_2_B,metabat2_megahit_24,3.131491027392104e-08
AA_2_B,metabat2_megahit_33,1.0784050335025324e-08
AA_2_B,metabat2_spades_15,8.066667615386915e-09
AA_2_B,metabat2_spades_18,1.5404097350517058e-08
AA_2_B,metabat2_spades_25,6.170751079138822e-07
AA_2_B,vamb_megahit_295,2.781300976948344e-07
AA_2_B,vamb_megahit_39,9.635003183869497e-08
AA_2_B,vamb_megahit_488,4.776259431546751e-07
AA_2_B,vamb_spades_1,2.3541059679668354e-07
AA_2_B,vamb_spades_1056,6.993454907105926e-07
