,Growth rate_coco
Control_1_B,0.008240630200808742
Control_2_B,0.05432578408992697
Control_3_B,0.057895734271209316
AA_1_B,0.06637944302213648
AA_2_B,0.057483135542833214
AA_3_B,0.015310268872656347
AAAb_1_B,0.09085039610948012
AAAb_2_B,0.05924967538972414
