,Control_1_B,Control_2_B,Control_3_B,AA_1_B,AA_2_B,AA_3_B,AAAb_1_B,AAAb_2_B
EX_cpd00001_m,10.530501297835038,11.00309114901306,11.497572874974132,10.75556134722582,9.959145234482758,10.928976032908341,13.477436858165989,13.17790441378607
EX_cpd00418_m,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0007060027688702373,0.0006232623368307985
EX_cpd00075_m,-0.0008803541479003704,-0.0008054029493887106,-0.0007141538192163975,-0.0007570917827509638,-0.0008797741094406575,-0.00036329349764494434,-0.0008858319856295975,-0.0009006486203058994
EX_cpd00009_m,-0.08066403893017282,-0.864985507609643,-0.8840027685198524,-1.1455073654668277,-0.5715214115295735,-0.059679841619804906,-1.794065600314755,-1.2842706594529754
EX_cpd00023_m,-0.0013066282567370123,-0.00045908311856674176,-0.0004937275201441593,-0.0003654578053712671,-0.0003811236507727835,-0.009527454661559841,-0.000715568002399197,-0.0006625982439040692
EX_cpd00027_m,-0.002008440006146497,-0.0009834218394327696,-0.0009796459325435505,-0.0009817736348739217,-0.0009772372496601588,-0.004478845443618735,-0.0009805073750400277,-0.000978046967189931
EX_cpd00030_m,-2.5807363057067757e-09,-5.031599513378771e-12,-4.917741651064577e-09,-4.746324567198777e-14,-2.7969158577169872e-06,-3.570656620708017e-06,1.086084242541684e-12,4.503157385749127e-13
EX_cpd00034_m,4.581036801598573e-11,-8.392645253163167e-10,-1.2533997659759194e-08,-7.163943330632259e-08,-3.1059583704111794e-06,-2.001541529027168e-09,-2.758517794093596e-08,-1.1949565673854694e-10
EX_cpd00039_m,-0.0005089206605354362,-0.00024897910160297037,-0.000263615743940564,-0.00021537863336970787,-0.00023966589232943722,-0.0011666671058340194,-0.0002966259859772126,-0.00028943406440944065
EX_cpd00041_m,-0.0022254498738496268,-0.0002983527393965762,-0.000352537780929124,-0.0005430127841362156,-0.0005988860238044687,-0.008612047227271534,-0.0007621024305386332,-0.000703096925199087
EX_cpd00048_m,-0.22022144214330797,-0.025426941658146057,-0.032953888262274626,-0.032980077458524076,-0.04359550393730142,-0.16971597244099623,-0.04310337900058998,-0.053857198164038
EX_cpd00051_m,-0.0005157013999894334,-0.00021998746305140667,-0.0002903081337137033,-0.00020744993364217034,-0.0002465916207210494,-0.005569808023481238,-0.0003630200844862187,-0.0002919206340598405
EX_cpd00053_m,-0.00034534043588782456,-4.276723818146999e-05,-5.3746516285247644e-05,-3.641302540361708e-05,-4.076700053192729e-05,-0.0009890439084010722,1.5044801822836915e-06,9.334869355051959e-07
EX_cpd00064_m,-0.0007531400941008034,-5.13536078897965e-05,-5.838476284744706e-05,-4.304341154556757e-05,-4.7089448555138856e-05,-0.006576683979578562,-5.118915706519505e-05,-5.1129080207996316e-05
EX_cpd00098_m,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
EX_cpd00105_m,-0.0005157422593178029,0.0005482924749248344,0.00028454848028739745,0.0014026310599097452,0.0007012545804898074,-0.00040269311647889855,0.0022901191265443793,0.004152769515345468
EX_cpd00107_m,-0.002181814530266981,-0.0005729702142484602,-0.0006786711318867489,-0.0008366689220755154,-0.0009788702535093836,-0.0016965170368207925,-0.001229700816590723,-0.0010729642051724084
EX_cpd00108_m,-0.0006131866454934897,0.000504858262322834,0.00013929151749039422,0.0012024104050921704,0.0005221131417521092,-0.0005483317709385651,0.002127472998063468,0.003737433648622595
EX_cpd00118_m,0.0012900650138075453,0.00865359353204373,0.0037234746586000816,0.014501938074197376,0.002224126211669647,-0.0010644924759302885,0.03805884065395107,0.01792486374284244
EX_cpd00119_m,-0.0002460888251443787,-3.532034682811567e-05,-5.098637033611133e-05,-3.4497468261453774e-05,-3.8175537694777334e-05,-3.7284557412318936e-05,-6.870344793424853e-05,-5.603080907911763e-05
