,Control_1_B,Control_2_B,Control_3_B,AA_1_B,AA_2_B,AA_3_B,AAAb_1_B,AAAb_2_B
EX_cpd00001_m,20.042536158177242,18.512986295652727,17.65422917152865,17.864430783325755,19.5665412692697,19.416657983439954,19.3893554725514,18.08188219778967
EX_cpd00418_m,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0006739670776592674,0.0006963522665050077
EX_cpd00075_m,-0.0007673804486243363,-0.0006706498463111633,-8.39672147169344e-06,-1.0275876488657926e-05,-0.0006788092252164957,-0.0006599307325783172,-0.0008824148216599962,-0.0008542901736063092
EX_cpd00009_m,-0.18817306333400402,-0.1573238747846381,-0.10272888162439317,-0.20003072519339876,-0.17248313781772573,-0.1992199600498289,-0.1955296199597476,-0.14871102178681717
EX_cpd00023_m,0.00020237399886061891,0.00013332359965389788,0.0003197337140247488,1.631611609640561e-10,0.0002143634737610294,0.00014605320445219234,0.00012202161586624043,9.577911415258419e-05
EX_cpd00027_m,-0.000973983626913527,-0.0009226555957699352,-0.0010007264186452705,-0.0010000938397047947,-0.00095867092629064,-0.0009461921743865474,-0.0009390672959066052,-0.0009810083879276768
EX_cpd00030_m,-1.9941208009202417e-06,-1.2323539355876597e-06,-1.339443797911187e-06,-2.202745109343697e-06,-3.372580697807449e-06,-3.297869182279248e-06,-4.408085154123496e-06,-7.087215830597434e-06
EX_cpd00034_m,-1.9941215302407095e-06,-1.232312512519433e-06,-1.3394437979111868e-06,-2.202745109343697e-06,-3.372580145713577e-06,-3.2978817322214716e-06,-4.408004796342567e-06,-7.087215836016439e-06
EX_cpd00039_m,2.9764093544503685e-06,1.0238750889269285e-05,2.007872043255445e-06,3.996034586596189e-10,5.435133989134913e-06,1.6278127293525146e-06,0.0,3.833085093243168e-06
EX_cpd00041_m,2.1517674632468647e-05,3.193926529421731e-05,3.7822877423435894e-05,1.5019459705494104e-10,2.837238659078959e-05,1.5189034239299011e-05,1.7017847709989993e-05,1.8449106689476822e-05
EX_cpd00048_m,-0.57388697473457,-0.17134691885479422,-0.17933190445357527,-0.06507321037687536,-0.906986647770639,-0.5298493950575324,-0.4586612876971453,-0.5481418785709725
EX_cpd00051_m,6.223878674291835e-07,6.20788816918637e-06,8.286174825169976e-06,1.1385414417010079e-10,6.9613627212370495e-06,3.918762787458051e-06,2.4712285988721038e-06,4.03467869716506e-06
EX_cpd00053_m,3.221464530998213e-06,3.4592381968126044e-06,0.0,5.918984179609469e-07,3.825965183779994e-06,4.982630536427763e-07,2.946245225719498e-06,1.4641432170607349e-06
EX_cpd00064_m,0.0,0.0,0.0,-5.957932016754064e-07,-1.9137132307169536e-06,-1.4777019186898777e-06,-1.4934485994210562e-06,-1.3379642245730207e-06
EX_cpd00098_m,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
EX_cpd00105_m,-0.0002889212290111843,-0.00024242392291140297,-0.0010000077988112075,-0.0010000083938978555,-0.0002844143618649349,-0.00022350614713712545,-0.00017565761867958246,-0.00034897589381807474
EX_cpd00107_m,1.802836036744684e-06,1.2070468553139484e-06,2.2188602755876457e-06,-0.00042027034066980854,-0.000460662627504524,-0.0004394992631108524,-0.00044139938000036606,-0.00028211807565832627
EX_cpd00108_m,-0.0004043291365407528,-0.0004944757248959129,-0.0010000258866701864,-0.000999885036019181,-0.00032652184831093774,-0.00035630708073349426,-0.0004453960546255344,-0.0004327324895074137
EX_cpd00118_m,0.0020853643362696433,0.013292183690161356,0.2053372537498506,0.3715574035871451,0.003494404730651216,0.012035250612832064,0.007290362732059817,0.004639442427067729
EX_cpd00119_m,0.0,2.4713830128985355e-06,8.876946805268549e-07,5.57501374187366e-07,9.703053254993062e-08,1.0986083314799881e-07,1.18336199950525e-07,9.771714452753293e-07
EX_cpd00129_m,1.4827163630519094e-05,1.3074133298167147e-05,5.982166412418879e-06,-1.4163743190930268e-05,-4.3565446043030806e-05,-1.226722170184479e-05,-1.204107440682417e-05,-2.2017816848579346e-05
EX_cpd00149_m,-0.0005870140054713288,-0.0004827852090433281,-0.0004684400285057802,-0.0005217794249051328,-0.0005430742324474908,-0.0006076402386002381,-0.0006242142670428233,-0.0004765503625298484
EX_cpd00154_m,-0.0007856804862781973,-0.0007516288639274372,-7.027234634689413e-09,-2.970957306963797e-10,-0.0007950337231920195,-0.0007518037234716609,-0.0007832461683356524,-0.0008049333310887764
EX_cpd00156_m,0.0001018820883273084,5.761813424114362e-07,-1.9454895947713966e-07,-0.0009170551003893235,-0.0010138268648383364,-0.001011638538390578,-0.0008452250387814664,-0.0007176138001471736
EX_cpd00161_m,1.2999267042394705e-05,6.312482890856032e-06,1.0532083031898438e-05,3.6302714668586037e-06,3.070756344997862e-06,3.0999802454430924e-06,6.510441477294873e-06,3.877802768674352e-06
EX_cpd00179_m,-0.0008181608738310764,-0.0008726194163801855,-0.0010000729255299132,-0.0010000122634062935,-0.0009327322524530911,-0.0009174675589535396,-0.0003190526458321163,-0.0005653291598646942
EX_cpd00209_m,-0.0009147935562219358,-0.0008925597836572181,-0.0009999958155846257,-0.0009999998841281946,-0.0008934450460770084,-0.0008821368026797262,-0.0009372172550690742,-0.0009240865038776217
EX_cpd00210_m,-0.0008160745956193779,-0.0008096045197229468,-0.0010000018582495853,-8.042617354852969e-07,-0.0008322879381619784,-0.0007769620901420444,-0.0008509378125642155,-0.0008555225896755771
EX_cpd00224_m,-0.0007160516921538231,-0.0007510989960111759,-1.6809343556657455e-09,-1.8858495342028772e-10,-0.0007160044112701231,-0.0007443389765569836,-0.0007389063169234122,-0.0007356955663487054
EX_cpd00244_m,-0.0002489361527919981,-0.00020555847807099013,-0.0001987664888645103,-0.00022109530772423228,-0.00022966105812281267,-0.00025714528496721,-0.0002624600833594492,-0.00019976950076258765
EX_cpd00264_m,0.012898278759810401,0.012811370768633314,0.0009952015655123987,0.0009920365313453238,0.007988300212213473,0.010763875134430168,0.010460371020436015,0.009667993407766463
EX_cpd00268_m,-0.00045240573126352566,-0.0006362689931500747,-0.0005517826977235179,-3.3486348979168186e-10,-0.0004460682648943997,-0.0002823303438882658,-0.0004379745282447833,-0.000470222085696441
EX_cpd00305_m,0.008559988274731905,0.007049263519421822,-2.7006157167362985e-07,-4.517570922750322e-07,0.006851991979860389,0.005653420112609457,0.007962104911836096,0.00917546180034381
EX_cpd00322_m,1.99056985788454e-06,5.400591851824929e-07,2.776382351015614e-08,-0.00018123357237060257,-0.00023098638017871604,-0.0002186789924613162,-0.00014086487221384286,-0.00010008907720342025
EX_cpd00266_m,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0
EX_cpd00540_m,-0.0005880066195352598,-0.0005307453427715565,9.021547317706558e-10,2.0001574238225488e-10,-0.0005907615732761183,-0.0005734634062909126,-0.0006828550386708475,-0.0005724581677502764
EX_cpd08305_m,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0
EX_cpd10516_m,-0.0002913056777592175,-0.0002008857125388894,-1.3256426221160567e-06,-2.119941620289827e-06,-0.0003355673467044149,-0.00027202597861736814,-0.0003736816626591979,-0.0004238786506544547
EX_cpd00067_m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_cpd00092_m,0.004539957640297531,0.012870877562324398,-0.001000017367212651,-0.0010000060909359256,0.0066570639676401845,0.008045172521428652,0.013182319626358852,0.0032824645574668024
EX_cpd00367_m,-0.00033564242415146106,-0.0004857491988489171,-0.0010000384801388132,-0.0010000055793161922,-0.0003247392544686034,-0.00044000611340618,0.00027325036396796953,-0.0006293738818354822
EX_cpd00249_m,6.831310013616018e-05,4.2991988245172363e-05,-0.0010000665067697444,-0.0010000614506374668,-0.00012584499769378518,-7.230706694751239e-05,6.105912885518566e-05,-0.0005720816214436243
EX_cpd00309_m,0.002453502173315223,0.0027559711033655135,-0.0010000241214084562,-0.0010000017648253729,0.0027464610311972518,0.0025958167416084976,0.009389000145366727,0.00390820936822045
EX_cpd00311_m,-0.0006698876408926593,-0.0004330382740197541,-0.00099997012461001,-0.001005732320468677,-0.000489689080328648,-0.0006098596899696829,-0.00033466945700130757,-0.0007295268073848338
EX_cpd00130_m,7.049026525285385e-05,0.001687479890585486,-0.0009999999838025404,-0.0009970628472319467,0.00041143487252970345,9.096021005206012e-05,0.0008454062728469047,0.00033363828013044383
EX_cpd00971_m,4.463270514098753e-12,-1.3710578731742977e-12,1.0675990479858577e-08,1.0959015872354281e-09,7.194661573543765e-14,2.824045723730104e-13,6.6354598481524166e-12,1.238420020565835e-13
EX_cpd00060_m,2.1860393187319377e-06,6.936196488907239e-07,1.1730787231783043e-08,-4.1184466247788584e-05,-2.7898906245137137e-06,-3.247678284351692e-05,-4.257314542652322e-05,-2.913708905705386e-05
EX_cpd00104_m,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0
EX_cpd00220_m,0.0007419414345868143,0.0005557496699917685,-1.3808871503199616e-06,-2.481892341537558e-06,0.0005609595869339805,0.00044751089231226144,0.0007033951415244002,0.0007583073023410079
EX_cpd00084_m,-0.04756643001433062,-0.04825675112555214,-0.05000013427685698,-0.5000000104408299,-0.4960063388770151,-0.49661673971061504,-0.49693818444979787,-0.4981574658654808
EX_cpd00069_m,1.2845845628977737e-06,1.2684829030843007e-06,2.3782960835924657e-06,-6.87965850977993e-05,-7.094243077790589e-05,-6.082034792505675e-05,-7.849346865678961e-05,-6.0407039024196024e-05
EX_cpd00066_m,3.1009640845118076e-06,1.0235044202752286e-07,0.0,-0.000159443202162077,-0.0001535809801366973,-0.00015495698880191558,-0.0001653012452543266,-0.00013217185605552393
EX_cpd00246_m,-0.0007060761406912155,0.0009371662018354578,-0.0010000573511195039,-0.0009914697864005174,0.00017778073749340206,0.0031964416977493942,0.0029990120014546373,-0.0007006347013349193
EX_cpd00182_m,-0.0007027028549695495,-3.015729175291637e-05,-0.0010000853388755589,-0.0010213779410442223,-0.0001814432931110093,-0.0005594004370151524,-0.00036488416353619435,-0.0005705803575325958
EX_cpd00013_m,-1.5910743779561622,-1.3039300241485803,-1.3722493401736282,-1.3931227930637704,-1.0417976487446818,-1.2139967452270208,-1.3382735745855943,-0.84996047233472
EX_cpd00020_m,0.0008517505103964318,0.0018625947051456038,-0.0010000015508699006,-0.0009982365879697493,0.001966493598865693,0.00121330825740662,0.002030159054945635,0.000588646223013356
EX_cpd00139_m,-0.0009430595649266685,-0.0009339213818290818,-0.000999999295867317,-0.0010000020685284308,-0.0009040540643425654,-0.0009048420428552284,-0.0009116709474419685,-0.0009383322493069122
EX_cpd00029_m,-0.30323688780434477,-0.72487024797171,-0.4953149400102893,-0.2098659430839537,-0.3182631110395395,-0.2855875368301699,-0.2176829945374985,-0.506230583096968
EX_cpd04098_m,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
EX_cpd00063_m,-1.994121493231803e-06,-1.2323123218073333e-06,-1.3394437979111876e-06,-2.2027451093436965e-06,-3.3725801793277356e-06,-3.297881368286785e-06,-4.408006042820931e-06,-7.08721583521324e-06
EX_cpd01012_m,4.75689253428691e-16,2.784514189665634e-15,4.235164736271502e-22,1.078848573083393e-09,4.053250993728209e-16,4.57889184615496e-16,1.9247562129205262e-14,-2.492013762070712e-19
