,Growth rate
Control_1_B,0.06515340382914905
Control_2_B,0.06331991976567133
Control_3_B,0.0696437488145682
AA_1_B,0.07351944425859785
AA_2_B,0.06271635698687776
AA_3_B,0.06398291588673938
AAAb_1_B,0.09983538529253747
AAAb_2_B,0.06880467479311378
