,Growth rate_coco
Control_1_B,0.06627268662410223
Control_2_B,0.027680714035013994
Control_3_B,0.002393500783164394
AA_1_B,0.038255560415820504
AA_2_B,0.04058764680776284
AA_3_B,"Series([], dtype: float64)"
AAAb_1_B,0.004917496841353502
AAAb_2_B,0.004751658013574149
