,compartments,growth_rate
Control_1_B,maxbin2_megahit_017,1.4843939198351268e-07
Control_1_B,maxbin2_spades_001,3.8519529173444445e-05
Control_1_B,maxbin2_spades_006,5.908866384769821e-09
Control_1_B,medium,
Control_1_B,metabat1_megahit_20,3.218722365719358e-08
Control_1_B,metabat1_spades_2,7.03585747670295e-07
Control_1_B,metabat2_megahit_14,2.8783691178853715e-07
Control_1_B,metabat2_megahit_24,1.5988685101783497e-11
Control_1_B,metabat2_megahit_33,6.573438514709772e-09
Control_1_B,metabat2_spades_15,1.3155151352312274e-11
Control_1_B,metabat2_spades_18,3.110352490256929e-08
Control_1_B,metabat2_spades_25,7.316666251927612e-10
Control_1_B,vamb_megahit_295,1.22904595723078e-07
Control_1_B,vamb_megahit_39,3.2048916172038056e-07
Control_1_B,vamb_megahit_488,8.264613344172304e-07
Control_1_B,vamb_megahit_77,9.272400241188832e-07
Control_1_B,vamb_spades_1,3.689513737047444e-08
Control_1_B,vamb_spades_1056,3.044950720888611e-07
Control_1_B,vamb_spades_108,4.509537247064648e-08
Control_1_B,vamb_spades_21,3.69167971429896e-07
Control_1_B,vamb_spades_222,1.6790851466122304e-07
Control_1_B,vamb_spades_267,1.1376157926096683e-07
Control_1_B,vamb_spades_286,2.7086127577018067e-08
Control_1_B,vamb_spades_298,1.3595705480463317e-07
Control_1_B,vamb_spades_6,1.6776629656099233e-06
Control_1_B,vamb_spades_812,3.0909197601778467e-07
Control_1_B,vamb_spades_857,1.1354618700480544e-07
Control_2_B,concoct_megahit_6,7.626609905712944e-12
Control_2_B,maxbin2_megahit_017,4.890490077595749e-12
Control_2_B,maxbin2_spades_001,0.0443029595865197
Control_2_B,maxbin2_spades_006,0.0
Control_2_B,medium,
Control_2_B,metabat1_megahit_20,0.0
Control_2_B,metabat1_spades_2,0.0018790510903622503
Control_2_B,metabat2_megahit_24,0.0
Control_2_B,metabat2_megahit_33,0.0
Control_2_B,metabat2_spades_15,0.0
Control_2_B,metabat2_spades_18,0.0
Control_2_B,metabat2_spades_25,0.0
Control_2_B,vamb_megahit_295,6.0724123074021676e-12
Control_2_B,vamb_megahit_488,1.2069072635535276e-11
Control_2_B,vamb_megahit_77,6.329372442500874e-10
Control_2_B,vamb_spades_1,0.0
Control_2_B,vamb_spades_1056,1.1136890031100023e-12
Control_2_B,vamb_spades_108,5.379154890287296e-12
Control_2_B,vamb_spades_21,3.813936711201761e-12
Control_2_B,vamb_spades_222,4.329003088233141e-12
Control_2_B,vamb_spades_267,1.1119745187183195e-12
Control_2_B,vamb_spades_286,0.0
Control_2_B,vamb_spades_298,5.036415906398857e-12
Control_2_B,vamb_spades_812,3.1182172833008266e-12
Control_2_B,vamb_spades_857,2.9024870620019674e-12
Control_3_B,concoct_megahit_6,0.0
Control_3_B,maxbin2_megahit_017,2.7139727437743625e-13
Control_3_B,maxbin2_spades_001,0.0006575691065313627
Control_3_B,maxbin2_spades_006,0.0
Control_3_B,medium,
Control_3_B,metabat1_megahit_20,0.0
Control_3_B,metabat1_spades_2,1.2982256426924053e-12
Control_3_B,metabat2_megahit_24,0.0
Control_3_B,metabat2_megahit_33,0.0
Control_3_B,metabat2_spades_15,0.0
Control_3_B,metabat2_spades_18,0.0
Control_3_B,metabat2_spades_25,0.0
Control_3_B,vamb_megahit_295,0.0
Control_3_B,vamb_megahit_488,5.768070497330984e-13
Control_3_B,vamb_megahit_77,6.747733839079846e-13
Control_3_B,vamb_spades_1,0.0
Control_3_B,vamb_spades_1056,2.1659507757454181e-13
Control_3_B,vamb_spades_108,1.2021392326942907e-13
Control_3_B,vamb_spades_21,7.460712844258082e-13
Control_3_B,vamb_spades_222,1.8856010040708836e-13
Control_3_B,vamb_spades_267,0.0
Control_3_B,vamb_spades_286,0.0
Control_3_B,vamb_spades_298,0.0
Control_3_B,vamb_spades_812,3.0800370815476034e-13
Control_3_B,vamb_spades_857,0.0
AA_1_B,concoct_megahit_6,3.034558828401041e-12
AA_1_B,maxbin2_megahit_017,2.6358969753434006e-13
AA_1_B,maxbin2_spades_001,0.0505084212797788
AA_1_B,maxbin2_spades_006,2.431396768354963e-13
AA_1_B,medium,
AA_1_B,metabat1_megahit_20,0.0
AA_1_B,metabat1_spades_2,8.574642137102636e-12
AA_1_B,metabat2_megahit_14,1.464237055597669e-12
