,compartments,growth_rate
Control_1_B,maxbin2_megahit_017,2.982019537684922e-13
Control_1_B,maxbin2_spades_001,0.0006194648366958539
Control_1_B,maxbin2_spades_006,0.0
Control_1_B,medium,
Control_1_B,metabat1_megahit_20,0.0
Control_1_B,metabat1_spades_2,1.009475527952103e-12
Control_1_B,metabat2_megahit_14,5.493515667942343e-13
Control_1_B,metabat2_megahit_24,0.0
Control_1_B,metabat2_megahit_33,0.0
Control_1_B,metabat2_spades_15,0.0
Control_1_B,metabat2_spades_18,0.0
Control_1_B,metabat2_spades_25,0.0
Control_1_B,vamb_megahit_295,2.4278946390655526e-13
Control_1_B,vamb_megahit_39,5.852451216789123e-13
Control_1_B,vamb_megahit_488,1.0162907851119142e-12
Control_1_B,vamb_megahit_77,1.1812241278250076e-12
Control_1_B,vamb_spades_1,0.0
Control_1_B,vamb_spades_1056,5.009970107031056e-13
Control_1_B,vamb_spades_108,0.0
Control_1_B,vamb_spades_21,6.809919288408509e-13
Control_1_B,vamb_spades_222,3.6840492056294876e-13
Control_1_B,vamb_spades_267,2.277304594735935e-13
Control_1_B,vamb_spades_286,0.0
Control_1_B,vamb_spades_298,2.6845674992991845e-13
Control_1_B,vamb_spades_6,1.505016003859306e-12
Control_1_B,vamb_spades_812,6.200044853925961e-13
Control_1_B,vamb_spades_857,2.285547670061697e-13
Control_2_B,concoct_megahit_6,2.599354117046805e-05
Control_2_B,maxbin2_megahit_017,1.2406649696548296e-05
Control_2_B,maxbin2_spades_001,0.009360709784045382
Control_2_B,maxbin2_spades_006,1.2746309626050148e-06
Control_2_B,medium,
Control_2_B,metabat1_megahit_20,7.184900951319687e-07
Control_2_B,metabat1_spades_2,0.0001856997582098571
Control_2_B,metabat2_megahit_24,1.1638987478552432e-06
Control_2_B,metabat2_megahit_33,3.618258177594186e-07
Control_2_B,metabat2_spades_15,2.2659022835641226e-08
Control_2_B,metabat2_spades_18,3.7845828812138236e-07
Control_2_B,metabat2_spades_25,3.8947364284966397e-07
Control_2_B,vamb_megahit_295,1.0802177576866542e-05
Control_2_B,vamb_megahit_488,2.066449609854281e-05
Control_2_B,vamb_megahit_77,4.7540747427511175e-05
Control_2_B,vamb_spades_1,2.0353771371840658e-06
Control_2_B,vamb_spades_1056,2.1947485317174033e-05
Control_2_B,vamb_spades_108,5.270639708097709e-06
Control_2_B,vamb_spades_21,1.357012771019528e-05
Control_2_B,vamb_spades_222,3.129987756962496e-05
Control_2_B,vamb_spades_267,4.6149986783681454e-06
Control_2_B,vamb_spades_286,9.942365282940904e-07
Control_2_B,vamb_spades_298,1.1570198767314868e-05
Control_2_B,vamb_spades_812,2.4071361194138926e-05
Control_2_B,vamb_spades_857,5.9983627555151524e-06
Control_3_B,concoct_megahit_6,0.0
Control_3_B,maxbin2_megahit_017,7.614140408862351e-13
Control_3_B,maxbin2_spades_001,0.002315602179808774
Control_3_B,maxbin2_spades_006,0.0
Control_3_B,medium,
Control_3_B,metabat1_megahit_20,0.0
Control_3_B,metabat1_spades_2,2.375297470028474e-12
Control_3_B,metabat2_megahit_24,0.0
Control_3_B,metabat2_megahit_33,0.0
Control_3_B,metabat2_spades_15,0.0
Control_3_B,metabat2_spades_18,0.0
Control_3_B,metabat2_spades_25,0.0
Control_3_B,vamb_megahit_295,1.8851644766396976e-13
Control_3_B,vamb_megahit_488,1.4683578087260288e-12
Control_3_B,vamb_megahit_77,1.676273846983497e-12
Control_3_B,vamb_spades_1,0.0
Control_3_B,vamb_spades_1056,7.906948435738376e-13
Control_3_B,vamb_spades_108,2.691042059616753e-13
Control_3_B,vamb_spades_21,1.544392140166061e-12
Control_3_B,vamb_spades_222,5.504525866489515e-13
Control_3_B,vamb_spades_267,2.0257352564081878e-13
Control_3_B,vamb_spades_286,0.0
Control_3_B,vamb_spades_298,1.3627151485595548e-13
Control_3_B,vamb_spades_812,9.97131807447189e-13
Control_3_B,vamb_spades_857,1.5198014709168384e-13
