,Control_1_B,Control_2_B,Control_3_B,AA_1_B,AA_2_B,AA_3_B,AAAb_1_B,AAAb_2_B
EX_cpd00001_m,17.896812313671404,17.95081218031413,19.845153199092223,20.616163608120452,18.70042918866559,18.93564951259912,18.933762656524216,17.694578170602444
EX_cpd00418_m,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,9.027332477985127e-05,0.0006618728998027696
EX_cpd00075_m,-0.0007675802056430101,-0.0005114981397479596,-1.1203399894218284e-05,-6.707805497492896e-08,-0.0006328069846299659,-0.0005563918719488127,-0.0009690682230667873,-0.0008485209864578534
EX_cpd00009_m,-0.23878231089899504,-0.3054009657493591,-1.1559229841462624,-1.7865688249653922,-0.20090838688792145,-0.22577176176139302,-0.2355341555920542,-0.3406964121112288
EX_cpd00023_m,0.00025078605282380964,0.00015187488293264524,0.00030650436620014663,0.0002128080843588807,0.00018981070372308675,0.00018132079831377493,9.10570946586814e-05,0.00011592531207538257
EX_cpd00027_m,-0.0009609147212730615,-0.000970486123114184,-0.0010001685362958812,-0.0010002983360406733,-0.0009760223771904034,-0.0009683165072180371,-0.000982240529220898,-0.0009696857021713881
EX_cpd00030_m,-2.743129905859751e-10,-2.2727831604726045e-06,-2.5389321347536754e-06,-4.178504511231517e-06,-5.9629246608945585e-06,-5.684124362011087e-06,-7.670487649372947e-06,-9.943050055041988e-06
EX_cpd00034_m,3.540568908890936e-09,-2.2837641122630117e-06,-2.538932134753675e-06,-4.178504511231517e-06,-5.935221687293076e-06,-5.702612671213682e-06,-7.664055497101243e-06,-9.942654324225057e-06
EX_cpd00039_m,4.013458132833726e-06,7.047473953205005e-06,1.918605439618166e-06,4.071883936281164e-06,4.31163397371321e-06,1.8657999995804159e-06,0.0,3.953504328625575e-06
EX_cpd00041_m,2.2934733061378602e-05,3.5788845794996686e-05,3.625635991149541e-05,2.5632717629494e-05,2.9376505978192675e-05,1.6697707855765925e-05,1.6485980722256788e-05,2.0766606587875043e-05
EX_cpd00048_m,-0.01832934724274767,-0.01928915619885375,-0.029609954527057242,-0.004546624217493295,-0.13165943593299137,-0.0193017837398269,-0.0339387771111039,-0.034247777224782484
EX_cpd00051_m,7.272265467467656e-07,7.767728856700128e-06,7.942442836664566e-06,5.076777218877727e-06,6.855640986782892e-06,3.938988573516366e-06,2.4967708279760997e-06,4.523924187658906e-06
EX_cpd00053_m,4.017332524450719e-06,3.2418602891265777e-06,0.0,5.706204575958917e-07,3.769945876699812e-06,5.556251052911402e-07,3.0414539058495935e-06,1.4731732195597834e-06
EX_cpd00064_m,0.0,0.0,0.0,-1.3811468345193844e-06,-1.9138693598342833e-06,-1.4597869329125514e-06,-1.4927767026951238e-06,-1.3406308927323707e-06
EX_cpd00098_m,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
EX_cpd00105_m,0.002277689480461448,0.0004854256303573577,-0.0009999993515171675,-0.0009999908938400366,0.0002771847948922074,0.0004410676866085997,-0.0006203333587903783,0.0009695753423586417
EX_cpd00107_m,2.4883566378402354e-06,1.0503392714656453e-06,1.8844606097364889e-06,-0.00043719736023904813,-0.000462542246084413,-0.00043194027397406714,-0.00044558328628929467,-0.0002801534267001213
EX_cpd00108_m,0.001294701691036841,0.00026258605342036447,-0.0009999663126800521,-0.0009999723504085707,9.907819318498738e-05,0.00015197655509429373,-0.0006507226949995757,0.0006896966860783973
EX_cpd00118_m,0.02705608831962636,0.01089762408085692,-0.0009944836898560638,-0.0009899519663864548,0.004667409655161964,0.014313395797729556,0.0013025075100687733,0.003557155238114701
EX_cpd00119_m,0.0,1.1827319438791428e-06,8.498729440920968e-07,5.369922906994298e-07,1.0588321483308379e-07,9.564794536419281e-08,1.2260593524132282e-07,1.0361736087911797e-06
EX_cpd00129_m,1.9226761202281e-05,1.2169463031785724e-05,5.724018746181841e-06,-1.548025687337919e-05,-4.357540880686698e-05,-1.2225534105189113e-05,-1.1991382767989983e-05,-2.20105477517511e-05
EX_cpd00149_m,-3.4805176532923376e-12,-0.00048128065258655603,-0.0008426813661700993,-0.001093760994326735,-0.0006605982412707763,-0.0007313972393646975,-0.0007622444045280808,-0.000610413346736861
EX_cpd00154_m,-0.0006991693260836506,-0.0006868865939839185,-4.96015458323686e-10,-2.2386945855493496e-09,-0.0007656746209250875,-0.0006975938048479944,-0.0008649932989145718,-0.0008136722183858228
EX_cpd00156_m,0.0001247203122877153,5.440288189343261e-07,-2.35112673594576e-07,-0.0009539799370591173,-0.0010150561636917735,-0.0010172414044152822,-0.0008537064587644256,-0.0007138123653383762
EX_cpd00161_m,1.6324977404881597e-05,6.79762932101333e-06,1.0093950437866872e-05,3.4819748151307316e-06,3.16125551473362e-06,3.0516919368812195e-06,6.025824602319071e-06,4.280249610025438e-06
EX_cpd00179_m,-0.0007517276342453309,-0.0009626018857858763,-0.0010000086229279162,-0.0010000179191160272,-0.000959137630085343,-0.0009605434819859893,-0.0009753287851123667,-0.0005813085958745528
EX_cpd00209_m,-0.0007293731659068481,-0.000465995347525491,-0.000999995796398006,-8.243873145783379e-08,-0.0009001824149124516,-0.0008683870623046122,-0.0008985561047022962,-0.0008643810416087516
EX_cpd00210_m,-0.0008359411744610622,-0.000857928508990104,-1.3176293611166157e-07,-1.4601179960651125e-07,-0.0008413221526743964,-0.0007853374585047581,-0.0009583797703819556,-0.0008651734120127847
EX_cpd00224_m,-0.0005817527385499926,-0.0006805737035222923,4.247712055376222e-10,-1.24652914921565e-09,-0.0006890967582162611,-0.0006842298959677222,-0.0008374976868302493,-0.000703067635879448
EX_cpd00244_m,-6.50404504086431e-08,-0.00020389055493726926,-0.00036628172006830195,-0.00044103580897639384,-0.0002788889911648043,-0.0003092489762549068,-0.0003210157816667828,-0.00025551914789487544
EX_cpd00264_m,0.01632307460381379,0.010175860767733257,0.0009912234952103077,0.0009849011722761875,0.013240737112027607,0.015990389029435708,0.007310969109664273,0.015853901121508317
EX_cpd00268_m,-1.7363950013591492e-13,7.273869196560271e-14,2.018067991800662e-09,1.8105897046724442e-09,1.857344704351041e-12,-4.97861794816881e-13,1.1497621021571614e-13,-4.6012370153939895e-14
EX_cpd00305_m,0.02630271922486679,0.013936530210103363,-4.3778809821620155e-07,-8.009498602949189e-07,0.0163954315112015,0.014776207099366655,0.006328826276013477,0.022875663840532853
EX_cpd00322_m,4.993801109465638e-07,4.651922850191163e-07,5.028438322911465e-07,-0.00018871582753320312,-0.00023011389703001835,-0.0002168621982200068,-0.00014180550597638108,-9.979714563485455e-05
EX_cpd00266_m,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0
EX_cpd00540_m,-3.3833782003186803e-06,-3.8028531562408203e-06,2.634784498676626e-10,4.476584167570534e-10,-1.0683334554586123e-05,-9.893118259190211e-06,-1.777733991940243e-05,-1.774188238918468e-05
EX_cpd08305_m,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0
EX_cpd10516_m,-3.3978218668092983e-06,-2.2837657660284186e-06,-2.483169602875907e-06,-3.876436434065395e-06,-5.964581065922028e-06,-5.703254197655013e-06,-7.669438623914739e-06,-1.2584011377159963e-05
EX_cpd00067_m,0.0,0.0,-1.7440271200936664e-09,-8.138796605031825e-09,0.0,0.0,0.0,0.0
EX_cpd00092_m,0.22798775725903742,0.06352486238613332,-0.001000007545825645,-0.0010000043043882946,0.015529678366105144,0.04044444623685975,-7.567163468093696e-05,0.03150060792744255
EX_cpd00367_m,0.0037544854949382866,0.000789390238253862,-6.429021438891184e-05,-0.0010007013752989632,-2.721211380185551e-05,0.00012311794404840093,-0.0007508299139056263,4.462344604894142e-05
EX_cpd00249_m,0.007006052789628292,0.0013782039768055476,-0.0010004792809246942,-0.0010008363956906861,5.431926248089525e-05,0.0006740443867903068,-0.0007219358941785714,0.00045247569147921496
EX_cpd00309_m,0.010017644224493565,0.004681335622223171,-0.0010000224117483298,-0.001000039779386508,0.004257907725499006,0.01464058783640644,0.04851105404414742,0.006114026386287608
EX_cpd00311_m,0.00549134184005351,0.000708164544356904,-0.0010001802597878293,-0.00100032094952537,-0.00045298989693787206,-0.00044157639405262294,-0.0006132853080740297,-0.0003274223164804191
EX_cpd00130_m,0.008371828249416069,0.0033176214561212447,-0.0010000064279375661,-0.0010000235259109433,0.00048175600121602713,0.0008793668602571358,-0.0005235098297466934,0.0023571516419167438
EX_cpd00971_m,-9.399658259503167e-15,1.455147236391616e-11,-1.1112811343712183e-12,-2.196367953149033e-12,-2.5340918832416827e-11,-2.2796637024998954e-11,5.0449851327114844e-11,4.5257597349609313e-13
EX_cpd00060_m,3.5720177858169394e-06,7.628920317731367e-07,1.5475534430462613e-06,-4.413072765341936e-05,-2.78384642182216e-06,-3.2104729270406057e-05,-4.2544216190147176e-05,-2.9169139435210497e-05
EX_cpd00104_m,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
EX_cpd00220_m,0.0032878203480587627,0.001832099311623633,-2.933387840649739e-06,-5.392776741648062e-06,0.001211687093003544,0.0012258353186704292,0.0006236761408887249,0.001900433599274492
EX_cpd00084_m,-0.04773383417459537,-0.04904967641153668,-0.05000017876295824,-0.24508723477014643,-0.49687253502374473,-0.4952928955886412,-0.4990093971290257,-0.4960439011096647
EX_cpd00069_m,1.019141962942713e-06,1.3396200457263083e-06,2.2737886399108036e-06,-7.194167487442061e-05,-7.139149711456178e-05,-5.9177346634825484e-05,-7.88157390250608e-05,-6.023877891251522e-05
EX_cpd00066_m,6.091335604864606e-06,1.0726760329203467e-07,0.0,-0.0001663393139819066,-0.0001530922974028026,-0.00015381090230451295,-0.00016583881128729656,-0.0001315795815691847
EX_cpd00246_m,0.014601330061655426,0.000629869539301664,-0.0010002716271542227,-0.0010004634095701894,-0.0002187883003892388,0.007234168365618077,-0.0004736405384156983,0.00017010980596965375
EX_cpd00182_m,0.003827557413111138,0.00036883349333804993,-0.0010002616067881617,-0.0010004267789614227,-0.0004017124712570874,-0.00039818541941927243,-0.0005893307016351934,-4.204503911175994e-05
EX_cpd00013_m,-1.5153242724006093,-1.6864522290793484,-1.9983266704460387,-2.3082560767481883,-1.5131949057520453,-1.8493159626712554,-1.7470557942855436,-1.5218799157455454
EX_cpd00020_m,0.012743621906783353,0.006486873527165926,-0.0009999859903704073,-0.000999987358865657,0.0017834114803703116,0.0024556092002341323,-0.00023601382373605873,0.004087766505872281
EX_cpd00139_m,-0.0009386184958696004,-0.0009326744132406533,-0.0010000021075882869,-0.0002246364949605442,-0.0008974574969930647,-0.0009081695963673483,-0.0009831129072495216,-0.0009440192271333619
