,Growth rate_coco
Control_1_B,0.007260540013976318
Control_2_B,0.0007441739418015498
Control_3_B,0.09122957496187986
AA_1_B,0.08439633351826327
AA_2_B,0.07960707307730408
AA_3_B,0.08873957902050193
AAAb_1_B,0.12365589460753765
AAAb_2_B,0.09927425181042689
