,Growth rate_coco
Control_1_B,0.047344452831020706
Control_2_B,0.041297181311309494
Control_3_B,0.0016857638761698613
AA_1_B,0.04384307680358465
AA_2_B,0.040657284103489975
AA_3_B,0.009870740690948562
AAAb_1_B,0.0641645685208677
AAAb_2_B,0.0641976447288349
