,Control_1_B,Control_2_B,Control_3_B,AA_1_B,AA_2_B,AA_3_B,AAAb_1_B,AAAb_2_B
EX_cpd00001_m,11.595960461582749,10.302018133722846,11.891212171965208,10.308999276348786,10.447972788325922,11.60435432350448,13.015354076358392,13.027824284498923
EX_cpd00418_m,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0004736601864950141,0.00043635629744602706
EX_cpd00075_m,-0.0007500346940591857,-0.001955952901112418,-0.0009669968081413094,-0.000999977164544786,-0.0009284083538271468,-0.0009999981399811092,-0.0009275379705137966,-0.0009334559176095817
EX_cpd00009_m,-1.3845337971966771,-0.20145487406997387,-1.314361899605495,-1.0536785686022605,-0.9605660038619714,-1.20509764629101,-1.6279448311062743,-1.2913561947445475
EX_cpd00023_m,-0.00039578775191598286,-0.00727848540864391,-0.0005050495128991406,-0.00038794719678863506,-0.0003782895310341743,-0.0005180529648596549,-0.0007162932516842344,-0.0006651067088983353
EX_cpd00027_m,-0.0009825414945971288,-0.01433852991310872,-0.0009816842550042454,-0.0009815046285524588,-0.0009777133287412042,-0.0009785859940512163,-0.0009803677641127206,-0.000982443331006594
EX_cpd00030_m,-3.959111623804622e-09,-1.7141432289260788e-07,1.467988985941896e-08,3.0879536669560988e-12,1.6251928941221658e-12,-2.0830423915114318e-11,2.2357138600182196e-12,-1.2828304954573762e-06
EX_cpd00034_m,-4.161321165959942e-08,-1.6482103764250073e-08,-3.304736270985749e-10,-1.3268298288602092e-12,-1.4715518253291196e-09,1.347780313335568e-07,-1.5451960134100733e-08,-1.3877900494629402e-06
EX_cpd00039_m,-0.0002680332466567834,-0.006530098121661308,-0.0002701415069626313,-0.00022896196174364113,-0.00023899012889277716,-0.00026227172939183324,-0.0002974981591363935,-0.00029094199463955113
EX_cpd00041_m,-0.000299140342619239,-0.013141620338379964,-0.00035775457007281616,-0.0005752092846782769,-0.0005935970555330128,-0.0006671447344189009,-0.0007684361303174697,-0.0007046672621762977
EX_cpd00048_m,-0.0333544618239183,-0.03836002200916291,-0.038409505369713444,-0.03309934813453394,-0.04377580187300988,-0.035003206960331296,-0.04650313686777214,-0.04528137566541925
EX_cpd00051_m,-0.0002703739974981951,-0.045905836184634216,-0.000299961718931219,-0.00022041215336428133,-0.0002452666451491421,-0.0002851419874046358,-0.0003605427175040097,-0.0002922315209763346
EX_cpd00053_m,-4.663414207120921e-05,-0.018036021667425236,-5.529674959477528e-05,-3.8593472597350076e-05,-4.095028514857537e-05,-5.106242526592507e-05,1.7996119391444247e-06,8.766178208240832e-07
EX_cpd00064_m,-5.5525788910072565e-05,-0.03339139784738046,-5.914397571663207e-05,-4.568472328131139e-05,-4.666420350929265e-05,-4.816748510013604e-05,-5.102783290684532e-05,-5.1116824118904294e-05
EX_cpd00098_m,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
EX_cpd00105_m,0.0007844623752296664,-0.0004154233438870905,0.0011878330217779,0.0015391580273553859,0.0022473114370972803,0.00023935810575357458,0.0025828759674757784,0.0043390320176820985
EX_cpd00107_m,-0.000645087267169336,-0.0034343861478298536,-0.0006961602861252412,-0.000886558612838809,-0.000966995617149259,-0.001044786274584537,-0.0012423737471636905,-0.0010795995215977293
EX_cpd00108_m,0.0005858657102010378,-0.0009540866997048323,0.001047310194129137,0.001371462095979457,0.002021561023073922,6.0487105912370364e-05,0.0023853677743618474,0.004028633133876221
EX_cpd00118_m,0.007528918992745631,-0.006303550733145924,-0.0009806356036488745,-0.0009999653496437638,-0.0002978212301443517,-0.0009935575077474335,0.002505187356694513,0.0030866296768169155
EX_cpd00119_m,-5.286843158803958e-05,-0.006135508914024413,-5.063411420206224e-05,-3.6495147012095384e-05,-3.823511017526905e-05,-4.208340046488303e-05,-6.90501694049236e-05,-5.518436347419776e-05
EX_cpd00129_m,-0.00020885346193300644,-0.002870733203517883,-0.00023754121739932667,-0.00017400379748366742,-0.00017164147862756205,-0.00021790213012586274,-0.00027771577080262425,-0.0002504599372765
EX_cpd00149_m,-2.974979001825836e-05,-0.0004408517505566108,-0.0004172501069959759,7.24463121568655e-09,-0.0003109158097059978,-0.00039158070426976755,-0.0005180102649531892,-0.0004700971351486457
EX_cpd00154_m,-0.0008370849398503517,-0.00184554477224345,-0.0007626158660194716,-0.0007631333367331016,-0.0008342433402672655,-0.0007957687210156186,-0.0008519684793884322,-0.0007919826491296214
EX_cpd00156_m,-0.0004483244248166922,-0.0014885070156998052,-0.00059839952936759,-0.0009784969200960457,-0.0010791282299326397,-0.0011395313375867847,-0.0012856182307973984,-0.001204304618147053
EX_cpd00161_m,-0.0002971649924190101,-0.007696265394671922,-0.0003552196320559345,-0.0002663795428869743,-0.000304003134904711,-0.00033187359210830146,-0.000422156249691087,-0.0003740350727181585
EX_cpd00179_m,-0.0009060104779847625,-0.0008893340224398034,-0.000971550174334387,-0.0008608981040015735,-0.0009412786914909237,-0.0009653096115161785,-0.0007813648355485571,-0.0006227386384787315
EX_cpd00209_m,-0.0008646390193146813,-0.0018617994283182428,-0.0008846731729371932,-0.0009170214382794757,-0.0008676981281512999,-0.0005770718056388472,-0.0009168187098967824,-0.0009110515190358574
EX_cpd00210_m,-0.0009276090393921637,-0.0019569981533185963,-0.0009637087473399349,-0.0009999771297592786,-0.0009225523947235376,-0.0009999965060798854,-0.0009412864873638387,-0.0009271434317783963
EX_cpd00224_m,-0.0008127987628755525,-0.0014806826001730361,-0.0008057728743544988,-0.0008076587817636945,-0.0007807991077298526,-0.000824680862517751,-0.0008320653022711399,-0.0007369210300702597
EX_cpd00244_m,-1.6284107924323004e-05,-0.00018177537627696986,-0.0001742221078112613,-0.000173466876880891,-0.00016212485945199854,-0.0001741396386337911,-0.00022998689877291512,-0.00018965403616029764
EX_cpd00264_m,0.009951482035110332,0.0017792176182701179,0.0008609131387289994,2.89434223616687e-07,0.0035003480025243778,0.00016208563322584016,0.004737040121487907,0.00661547066167064
EX_cpd00268_m,1.1647791330917807e-15,-0.0013684472360816107,3.497380138190821e-09,-2.49671118617247e-12,4.02455304074901e-13,-6.157743397017288e-09,1.1545142299439318e-12,3.225693098030401e-11
EX_cpd00305_m,0.020469168173577943,0.009214359473888675,0.002595755209014292,2.009854392622935e-06,0.006530748158956114,2.5200842711460515e-07,0.00853010014730617,0.01029150522200257
EX_cpd00322_m,-0.0004052152379032242,-0.022846290196955346,-0.0004429081934335662,-0.00031563019578733,-0.00036097052025403235,-0.00039076997506803365,-0.0004810305459452117,-0.0004193267018677802
EX_cpd00266_m,-2.9282622166752874e-14,2.8733546346423745e-13,1.4123530474366251e-09,1.5846262669725384e-13,3.716865468312739e-14,2.785859338287937e-12,-8.775331193785031e-14,5.9641906299432574e-12
EX_cpd00540_m,-6.926828654177956e-06,-0.0007918740094516423,-6.386901861086251e-06,-7.555414808943789e-08,-1.0766730436140841e-05,-2.3524705208753237e-05,-1.3512120975391655e-05,-1.4568957771090097e-05
EX_cpd08305_m,-4.3368519880717627e-16,-3.795878478742252e-13,1.408235035287492e-09,1.5849536098498413e-13,3.719487465209843e-14,2.781554278585688e-12,1.6582169862954657e-13,3.462268644905012e-12
EX_cpd10516_m,-5.376543189935496e-06,-9.9828191317498e-06,-4.491183449333782e-06,-5.505181041782008e-06,-6.3771270548005965e-06,-4.17251621795447e-08,-8.90958587295019e-06,-1.4332761410414073e-06
EX_cpd00067_m,0.0,-1.0813480475543923e-05,0.0,0.0,0.0,0.0,0.0,0.0
EX_cpd00092_m,0.006581945071872708,-0.000501364963427885,-0.0006144073132972015,-0.0009999884152767785,0.0012121522347984196,-0.0010000026790156716,-2.6051691228679355e-05,0.006757422577571257
EX_cpd00367_m,-0.00017953804926240657,-0.004628204296425853,-0.000979253555073889,-0.0009997681020035287,-0.0008855396459113152,-0.0009995333806420703,-0.0009055750847661859,-0.0008327344563494599
EX_cpd00249_m,0.00010087812011239095,-0.0038300962159705243,-0.0009606044975170036,-0.000999970462577604,-0.0005286148747618569,-0.0009999446953381508,-0.0008599201636014797,-0.0006937971684264355
EX_cpd00309_m,0.018648860725856274,0.0007214256209992359,-0.0009238214298224814,-0.0009999939761891619,-0.0002475341096405681,-0.0010000014358985815,-0.0005702958167621008,0.0003630941564800594
EX_cpd00311_m,0.000294433073528666,-0.006986515284690825,-0.0009868448644169137,-0.0009999725844302976,-0.0009425199812954643,-0.0009995193140808212,-0.0009434127343008747,-0.0008741793276769716
EX_cpd00130_m,0.00046602409320328775,-0.015620097924534448,-0.000816410192317818,-0.0009099823396665485,-0.0006532440225601732,-0.0010054682590663333,-0.0008258392850777341,-0.0005315205051736882
EX_cpd00971_m,-5.3554777975507845e-12,-9.099234667137554e-06,8.372921904737784e-08,9.42507170122922e-11,-2.7701399597409877e-13,3.1754775218499573e-08,8.837134561179142e-10,7.962090413277812e-11
EX_cpd00060_m,-0.00010553456633879479,-0.009166888399950154,-0.00010950693463521108,-9.345041129445467e-05,-9.764765193323813e-05,-0.00010859009097815742,-0.00012656029929169902,-0.00010696363675986181
EX_cpd00104_m,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.3778929748657633e-14,1.0400176631424839e-13
EX_cpd00220_m,0.0109687492025142,0.0007885514400474062,0.00029082712952386945,1.715910484231648e-07,0.0007143961857129933,1.6163978053127873e-06,0.0015701588319930117,0.0016210250260359636
